gene_name	length
PRAMEF9	2465
PRAMEF7	1660
MCCD1	710
ZNF814	13421
MICB	2798
AADACL4	2027
ZNF551	4703
MICA	3851
ZNF805	10169
HLA-C	2507
PSORS1C3	593
GUCY2EP	2609
POU5F1	2885
ZSCAN5C	1668
CCHCR1	5182
PSORS1C2	868
CDSN	2555
PSORS1C1	5781
C6orf15	1156
MUC21	3793
DEFB122	547
DEFB121	579
CFTRP3	212
AL450124.1	353
DHX16	3977
C6orf136	2118
MRPS18B	1757
PPP1R10	5202
KRTAP5-11	1522
KRTAP5-10	1173
ABCF1	4496
PRR3	3887
LILRB3	3736
DDR1	9122
ACOXL-AS1	5839
LRCOL1	1856
AC027801.1	2100
LINC01123	3295
GNL1	8646
HLA-E	2922
DPRX	648
TRIM39	4226
LINC01257	4240
ZNF468	5279
TRIM15	2512
ZNF616	4907
FOXB2	1299
TRIM10	3825
TRIM40	2481
TRIM31	3519
RNF39	2206
PPP1R11	2428
AC115618.1	549
HLA-J	1946
ZNRD1ASP	17538
DISP3	6120
HCG9	700
RACK1	5740
HLA-G	1763
TBC1D8	6417
ARPP19P2	336
NMS	485
HLA-F	4315
ZFP57	2085
SSX9P	821
LINC02210	15578
RPS26P8	348
ASPDH	1681
MOG	3175
OR2H2	3276
CST9LP2	320
CBY3	868
C5orf60	3284
CST9LP1	444
CST13P	1157
AC010624.1	1525
C9orf57	1757
IGKV1OR2-3	288
IL31	927
AKT1S1	5737
FAM153CP	25699
GABBR1	8468
MIR1915HG	3799
AL133464.1	5286
STARD7-AS1	4413
MAS1L	1260
OR2H1	3708
OR11A1	2949
OR14J1	6479
OR2U1P	879
UBTFL3	1024
OR2J2	2708
OR2J3	3821
OR2J1	2295
OR2B3	1106
OR2W1	1028
UBTFL5	1191
MAMDC2-AS1	9862
LINC01556	466
SPDYC	991
C9orf135	1250
TRIM27	7985
CNN2P12	709
MALRD1	7751
AC083899.1	3795
LINC01951	1925
AC008429.1	2780
RANBP17	10965
INSYN2B	5715
IGKV1OR-3	348
CBWD4P	655
FOXD4L5	3109
IGKV1OR9-1	284
REG1CP	2586
ZNF204P	2397
AL163540.1	386
SMPD5	1868
LINC01291	4176
FGF7P7	227
AL590399.1	2709
AL391987.2	1401
AL935212.1	997
TTC25	3370
FGF7P5	291
ADGRF5P2	1659
MRPL53	685
ST8SIA6-AS1	2786
FGF7P3	2212
MROH6	4204
ATXN2	16540
DCTN1	10439
SPATA31A1	4357
AC011484.1	1995
PNMA8B	4887
TCTN1	12558
FAM216A	2702
ZBTB48	4510
FAM201A	3847
IGFL2	2426
IGFL4	3725
NAT8B	765
KRTAP9-3	1006
AC021218.1	2536
KRTAP4-8	1162
GPR20	1564
KRTAP1-4	408
KRT40	2225
AC104692.1	90
KRT25	1669
MZT1	2231
LINC01545	532
SPINK9	844
LRRC3C	878
MFFP3	937
PRR20B	1847
PRR20A	1847
ZNF155	3455
UQCC3	2397
FBXO48	5699
GRXCR2	2194
AC007389.1	12344
FAM221B	3941
CD177P1	935
ATP6V0E2-AS1	3291
CD177	2474
PSG5	4678
ZNF783	6723
ZNF425	3665
FAM83A-AS1	2528
LRRC10B	2270
FBXO47	2303
C12orf73	4435
PCDHGA1	6252
ARHGEF34P	4532
BLACE	2456
PCDHA9	9769
PCDHA8	5485
PCDHA7	5791
PCDHA5	7117
PCDHA4	13443
PCDHA2	6057
PCDHA1	5595
AP000812.1	477
TRIM13	8096
ERICH4	948
MS4A13	1310
PRSS3P4	162
PRSS1	1876
OR4D8P	930
AC005692.1	1439
SPIRE2	7999
CRTC1P1	1875
AARD	2404
LINC02138	1326
AC092384.1	1812
PABPN1L	1314
OR5G5P	1403
OR5D16	987
OR5L2	936
AC136759.1	2366
AC134312.1	3616
PKHD1L1	20621
AC118344.1	1462
AC027369.1	2242
SLFN12L	3817
LINC01121	4867
LINC02397	10626
CLLU1-AS1	686
SLC35B4	6988
LGALS7	795
SYCE1L	1233
TMEM231	6000
FAM71F2	5875
C2orf91	4356
CCNI2	3181
TMEM240	2009
FRG2	2087
HSP90AA4P	2228
COX17P1	192
LINC02716	649
FAM205A	4248
CDKL4	2074
TMEM88B	492
ACCSL	1867
C4orf47	1366
TRIQK	6721
SDHAF1	1125
ARID3C	1390
PSENEN	1359
C7orf66	435
REXO1L1P	7056
C11orf91	891
LINC00654	8080
SLC10A5P1	1306
FABP9	585
ZBTB10	10216
C4orf46	3630
SCGB2B2	2990
CCDC144NL	3436
LGR4	6355
KRT17P7	2625
PSMB10	1626
VIT	3710
TTLL10-AS1	3532
AC105052.1	3569
SPDYE2	2072
OR7E36P	954
E2F4	3596
KRT17P5	3157
DGAT2L7P	744
PDE7A	10601
TMEM170B	8891
TRBV20OR9-2	416
MUC12	17130
CTXN3	2105
LINC01602	4059
AL356414.1	686
MGAT4D	5595
SNX2	8606
SAP25	1468
NT5M	1961
KRT17P4	2964
GCNT2P1	934
SARNP	3365
AC005863.1	3442
OR6C68	939
OR6C65	1076
OR6C3	1403
OR6C1	2061
OR6C72P	892
GOLGA2P1	2906
LINC01460	2860
ADGRG1	9011
IPO7	7216
PRR13	2824
TECPR1	9047
MT1H	723
SLCO6A1	2960
MT1CP	174
MT1DP	191
MT1A	396
INSYN1	7150
MT1M	511
LINC00661	4140
CFI	4695
OR52E6	982
HNRNPA1P20	955
SAMD9	6855
AC007608.1	2469
KRT6A	2926
CNEP1R1	4178
PCBP3-AS1	5034
KRT81	1929
SNRPGP6	220
EXOC3L4	3480
KRTAP12-3	410
IZUMO3	1294
KU-MEL-3	1143
KRTAP10-2	1149
NBPF22P	1603
AC140658.1	2586
TP53TG3D	2922
TP53TG3C	2903
ATP6AP1L	7229
CCDC85C	17620
SPDYE18	1050
AC004980.1	3110
CALML3-AS1	9205
OR52A4P	1548
OR52J3	936
OR51A2	942
OR51A4	4393
MAPRE3-AS1	2563
C2CD4B	1581
RGL3	4344
NAP1L4	5200
SMG1P2	4221
AC121338.1	1287
TMSB4X	1703
TMEM256	667
C9orf92	627
CHKB-DT	4154
CPT1B	4102
AL049775.1	4193
SMN2	2985
SERF1B	3051
POM121B	2475
DYNLL1P1	269
HMGN1	5042
STAG3L1	2094
AC211476.1	468
MUC19	29488
DENND6B	5887
AC068533.1	415
EIF3CL	3053
LINC01597	5949
AP001042.1	10785
AL591499.1	1153
LINC01446	7934
LCMT1	2604
LINC01310	5286
LINC00898	4985
LINC00583	387
MFSD2B	4522
VCX3B	1175
CDPF1	1637
AC025186.1	870
HTN3	2035
AL035696.1	2120
LIN52	3692
ARSH	2482
ACOT6	1699
SMIM11A	7896
TECRL	6023
AC020741.1	2079
DPF3	6889
MANSC4	1667
AL390205.1	1586
ADARB2-AS1	1125
CYP2D7	3843
LINC00634	1510
ETFRF1	2474
C17orf107	3410
FAM183DP	399
MBD3L4	775
ITSN1	21748
ITPRIPL2	7698
AL359878.1	4964
DENND1C	4647
AC083864.1	1497
PKD1P4	6804
SLCO1B7	2822
CRLF2	1983
CRYZL1	6177
RP9P	1433
C5orf51	5577
AL136038.1	351
CATSPER2P1	3925
GAGE1	3129
ARRDC5	1667
LINC01531	4107
DPP9-AS1	3071
LOH12CR2	1540
AC098591.2	1613
CYS1	2847
PLPP6	2965
KLRC2	1516
KLRC3	1145
TPTE2P6	1816
AC024132.1	2509
C16orf96	3823
GMNC	3962
LINC00487	2202
TTC23L	4372
CLEC6A	1646
OR7E91P	1198
RFPL3S	6902
C22orf42	2055
NANOGNB	996
LRRC72	1441
PCOTH	1370
C1QTNF9B	1583
KRTAP5-6	561
FAM99B	1067
FAM99A	2158
KRTAP5-2	1118
KRTAP5-1	942
RPS3AP47	792
FAM90A2P	1395
DEFB134	1068
DEFB135	234
DEFB136	237
C1RL-AS1	6094
AC108134.1	3061
OR7E136P	1015
AC019155.1	574
BHLHA9	1372
ZNF316	7662
SRRM2-AS1	6556
DAZ4	4348
PDPK2P	4426
ONECUT3	7185
CEMP1	1383
OLIG2	3262
C21orf62	4121
C21orf62-AS1	12896
PPP1R12BP2	639
RNPS1	8567
HSP90AB2P	2299
DAZ2	4164
USP17L6P	1197
HSP90AA5P	2192
AC105345.1	4513
AC074389.1	1455
AC091951.1	2465
NYNRIN	7733
DNAJC19	3586
DEFB109C	264
IFITM5	736
OR7E161P	1047
SMIM21	4009
Z99774.1	2613
DEFB109B	264
DEFA7P	285
C18orf63	5103
DEFA1	486
DOK6	9554
JPT2	4768
AL121823.1	741
IGLL3P	434
TMEM211	1123
SERPINB11	3694
SERPINB4	1971
SERPINB5	3742
ZDHHC11B	7690
AP000350.1	532
KRTAP19-8	318
KRTAP20-3	273
KRTAP20-4	224
KRTAP22-2	293
KRTAP27-1	682
CFAP99	5198
EGFEM1P	4658
GOLGA8O	5358
AC006305.1	3193
TMEM191C	4299
FAM230H	6336
MAPK6P1	2156
P2RX6P	551
RPL23AP57	466
HERC2P9	8310
RNASE13	1631
GYG2P1	5142
Z69890.1	339
HBA1	835
HBM	912
HBZP1	429
ELOA2	3050
LINC02346	8352
ATP10A	20677
ANKRD20A9P	2978
DUXAP8	10114
ANKUB1	6544
TSSK2	1315
HNRNPA1P4	756
AL359555.1	806
PRR23A	2307
FOXL2NB	5123
HCP5	11058
HLA-H	1096
HCG27	2592
AC114324.1	3152
COL6A6	9720
H1-10-AS1	3420
RAB12	2476
LRRC30	923
TMEM200C	10638
PPIAP30	519
OR10C1	1672
HLA-A	2710
HACD2	5219
CFAP44	12160
CD200R1L	1710
LNP1	1910
OR5K3	966
VGLL3	12740
AC109583.1	2960
KRBOX1-AS1	2134
TRIM71	8704
ZCWPW2	4533
ANKRD28	11276
COLQ	9237
METTL6	6975
AC022007.1	4823
THUMPD3-AS1	9533
XKR4	20246
Y_RNA	97
RNU6-1292P	107
RNVU1-7	164
RNU6-46P	107
RNU1-28P	164
RNU6-354P	107
RNU6-132P	107
AC016559.1	132
RNU6-47P	107
RNU6-877P	107
RNU1-27P	164
SNORA57	149
RNU6-1286P	107
RNU6-841P	107
RNU6-25P	107
RNU6-431P	107
SNORD58A	65
SNORA22B	138
RNU6-425P	102
RNU6-946P	107
RNU6-1296P	107
SNORD116-11	92
SNORD24	75
SNORA2A	135
RNU6-1336P	109
RNU6-477P	107
RNU6-338P	105
RNU6-741P	107
RNY1P5	115
RNU6-1264P	107
SNORD45C	79
SNORD116-14	92
SNORA69	132
RNU6-979P	107
RNU1-39P	165
RNU6-1	107
RNU6-969P	105
RNU1-63P	164
SNORD60	83
RNU6-657P	107
SNORA80B	136
SNORA22	134
RNU6-1062P	107
Y_RNA	102
SNORA70H	135
RNU6-672P	107
Y_RNA	102
Y_RNA	105
RNU6-449P	107
RNU6-1279P	103
Y_RNA	102
Y_RNA	113
AC007240.1	135
AC104212.1	131
SNORA70G	142
Y_RNA	113
RNU1-1	164
RNU6-608P	104
SNORD116-17	92
RNU6-1039P	107
Y_RNA	102
Y_RNA	94
SNORA70	134
Y_RNA	113
Y_RNA	102
RNU6-573P	106
Y_RNA	103
RNU6-471P	106
Y_RNA	109
RNU6-945P	107
RNU6-32P	107
Y_RNA	103
Y_RNA	98
RNU6-144P	107
Y_RNA	99
SNORD21	95
RNU6-730P	104
Y_RNA	105
RNU6-157P	107
RNU6-1189P	107
RNU6-1036P	104
RNU1-109P	147
SNORD116-18	92
Y_RNA	111
Y_RNA	117
SNORA56	129
RNU6-442P	104
RNY1P8	114
RNU1-73P	164
Y_RNA	102
RNU6-723P	107
RNU6-1040P	107
RNU1-11P	164
RNU6-128P	107
Y_RNA	101
Y_RNA	102
Y_RNA	100
RNU6-1227P	107
RNU6-1080P	107
RNU6-147P	107
Y_RNA	100
RNU6-26P	107
Y_RNA	113
Y_RNA	102
RNU6-444P	108
RNU6-133P	107
Y_RNA	98
RNU6-546P	107
Y_RNA	113
Y_RNA	102
RNU6-1074P	104
RNU6-1056P	107
RNU6-756P	107
RNU6-1027P	107
RNU6-259P	107
SNORD116-9	95
Y_RNA	104
RNU6-1126P	107
RNU6-468P	109
AC074091.1	127
RNU6-936P	107
RNU6-641P	107
Y_RNA	102
RNVU1-18	164
Y_RNA	101
Y_RNA	112
Y_RNA	113
RNU6-484P	107
RNU6-620P	96
RNU6-643P	107
RNU6-142P	107
RNU6-245P	107
RNU6-1083P	107
Y_RNA	108
RNU6-1323P	107
SNORD101	73
SNORA30	129
Y_RNA	102
RNU6-317P	107
RNU6-787P	107
SNORA6	151
RNU6-418P	107
RNU6-10P	107
RNU6-152P	107
RNU6-203P	104
RNU6-435P	105
RNU6-949P	107
Y_RNA	102
RNU6-116P	109
Y_RNA	110
RNU6-44P	107
RNU6-211P	107
SNORD37	66
AC021733.1	122
RNU6-637P	107
RNU6-213P	104
Y_RNA	101
SNORA75B	137
Y_RNA	114
RNU6-224P	107
Y_RNA	113
SNORA15B-2	135
RNU6-701P	107
RNU6-76P	104
RNU6-629P	103
Y_RNA	103
RNU1-129P	167
Y_RNA	103
Y_RNA	113
RNU6-811P	107
Y_RNA	100
SNORA32	121
RNY3P7	101
RNU6-639P	107
RNU6-926P	107
RNU6-968P	107
RNU6-1293P	107
Y_RNA	102
Y_RNA	109
RNU6-815P	113
Y_RNA	110
SNORA10	133
RNU6-38P	107
Y_RNA	102
Y_RNA	111
RNU6-483P	108
Y_RNA	102
Y_RNA	100
RNU6-849P	105
RNU6-260P	107
RNU1-138P	164
Y_RNA	112
Y_RNA	102
RNU6-974P	108
RNU6-1032P	107
RNVU1-30	164
RNU6V	107
RNU6-20P	107
SNORA1	130
RNU1-74P	171
RNU6-1029P	107
SNORA5A	134
RNU6-746P	109
Y_RNA	113
RNU6-409P	104
RNU6-413P	107
RNU6-206P	104
Y_RNA	101
RNU6-209P	107
Y_RNA	94
Y_RNA	114
RNU6-890P	107
AC079969.1	132
Y_RNA	112
RNU6-895P	103
AC087698.1	131
RNY3P5	102
RNU6-571P	107
RNU6-214P	107
Y_RNA	102
RNU6-767P	107
Y_RNA	111
RNU5A-6P	116
RNU6-207P	107
Y_RNA	101
RNU6-187P	106
RNU6-356P	107
SNORA70F	135
RNU6-398P	109
RNU6-533P	107
RNU6-761P	107
RNU6-1103P	107
AL713899.1	125
RNU6-1310P	107
RNU6-190P	102
RNA5SP87	118
SNORA75	137
SNORA70	133
RNU6-1008P	104
RNU6-48P	107
RNU6-1200P	107
RNU6-217P	104
RNU6-42P	107
Y_RNA	102
RNU6-1124P	107
SNORA9B	133
AC007240.2	134
RNU6-36P	107
RNU6-98P	107
SNORA72	132
SNORA24B	131
Y_RNA	104
RNU6-458P	107
RNU6-1013P	107
RNU1-136P	164
SNORA70J	135
SNORA29	140
Y_RNA	113
Y_RNA	108
AP000577.1	139
Y_RNA	102
RNU6-439P	106
RNU1-52P	164
RNU6-1181P	106
RNY1P6	109
RNU6-481P	107
RNU6-80P	107
RNU6-432P	109
RNU6-689P	107
Y_RNA	113
RNU6-1024P	107
Y_RNA	100
Y_RNA	108
RNU6-1042P	107
RNU6-4P	107
RNU6-514P	107
RNU4-52P	138
SNORA70B	135
RNU4-31P	141
RNU6-281P	103
SNORD15A	148
RNU6-708P	107
SNORA20B	132
SNORA36A	132
RNU6-1324P	107
Y_RNA	109
Y_RNA	113
SNORA50A	134
RNU6-1201P	107
Y_RNA	98
SNORA70	136
Y_RNA	111
RNU6-793P	104
AC009967.1	132
RNU6-74P	107
RNU6-675P	104
Y_RNA	111
RNU6-5P	107
Y_RNA	102
RNU6-1316P	108
RNU6-474P	107
RNU6-17P	107
RNU6-1145P	107
RNU6-1144P	104
RNU6-13P	107
AC087441.1	137
AL365205.2	140
Y_RNA	102
SNORD61	73
RNU6-662P	104
RNU6-40P	107
Y_RNA	102
RNU6-49P	107
RNU6-198P	104
U8	133
SNORD63	68
Y_RNA	103
RNU6-610P	107
RNU6-574P	107
Y_RNA	102
RNU6-842P	107
RNU6-524P	107
Y_RNA	102
RNU6-622P	103
RNU6-820P	107
SNORD116-2	95
AC020634.1	131
RNU6-611P	104
RNU6-301P	107
RNU1-2	164
RNU6-891P	111
SNORA54	123
Y_RNA	110
RNU6-318P	103
RNY4P13	96
RNU6-72P	79
RNU6-804P	107
SNORD116-3	95
SNORA36C	132
RNU6-167P	106
Y_RNA	102
Y_RNA	113
AL162740.1	124
RNU6-975P	105
Y_RNA	102
Y_RNA	102
RNU6-472P	107
AC012119.1	149
RNU6-43P	107
SNORD59A	75
Y_RNA	109
RNU6-154P	106
Y_RNA	117
RNY3P14	102
RNU6-339P	107
Y_RNA	102
RNU6-3P	107
RNU6-196P	107
RNU6-1226P	107
RNU6-532P	107
RNU6-886P	105
SNORD51	80
Y_RNA	102
SNORA27	126
RNU6-378P	107
RNU6-937P	106
RNU1-8P	165
RNU6-784P	106
RNU6-480P	107
Y_RNA	102
SNORA15B-1	135
SNORD116-1	95
RNU5A-2P	116
SNORA72	132
RNU6-463P	107
Y_RNA	102
RNU6-1207P	107
RNU6-39P	107
Y_RNA	101
Y_RNA	108
RNU6-1113P	107
RNU6-1119P	108
Y_RNA	108
RNU6-616P	107
RNU6-171P	107
RNU6-22P	107
SNORA72	132
Y_RNA	107
RNU6-242P	107
SNORA7B	139
RNU6-921P	107
RNU6-517P	110
Y_RNA	101
Y_RNA	102
SNORD116-8	95
AC002069.1	140
RNU6-424P	105
RNU6-614P	107
SNORA70	135
RNU6-166P	107
Z77249.1	139
Y_RNA	102
RNU6-434P	107
Y_RNA	111
Y_RNA	101
SNORD38C	69
RNVU1-32	164
SNORA25	134
RNU6-16P	107
RNU6-348P	107
RNU6-364P	107
RNU6-31P	108
Y_RNA	103
SNORD14D	87
U3	209
RNU6-1230P	108
RNU6-591P	106
Y_RNA	102
RNU6-163P	106
Y_RNA	107
RNU6-729P	107
RNA5SP187	119
AC079945.1	135
Y_RNA	113
Y_RNA	102
SNORD116-7	95
RNU6-106P	107
RNU6-452P	107
RNU6-769P	104
SNORD116-13	92
RNU6-869P	107
Y_RNA	101
Y_RNA	102
RNU6-1297P	104
SNORA18	132
Y_RNA	107
AF064863.1	136
Y_RNA	102
RNU6-465P	101
RNU6-185P	107
Y_RNA	102
RNU6-933P	107
RNU1-46P	164
RNY1P14	108
RNU6-505P	107
RNY3P4	101
RNU6-929P	107
RNU6-1289P	106
Y_RNA	111
RNU6-549P	107
RNU6-905P	107
Y_RNA	112
SNORA70	135
SNORA68	133
RNU6-1340P	107
SNORA15	133
RNU6-24P	107
RNU6-1215P	102
AC079926.1	131
RNU6-1162P	104
Y_RNA	101
SNORD116-15	92
RNU1-67P	164
Y_RNA	98
AC008650.1	134
RNU6-1122P	107
RNU6-411P	107
SNORA14B	135
RNU1-44P	163
RNU6-843P	104
RNU6-1157P	106
RNA5SP122	108
SNORA10B	133
Y_RNA	102
RNU6-809P	107
SNORD116-5	95
RNU6-649P	107
Y_RNA	100
RNU6-1026P	108
Y_RNA	111
Y_RNA	103
SNORD116-12	92
RNU6-1195P	104
SNORD38D	69
RNU6-45P	107
RNU1-148P	162
RNU6-800P	103
RNU6-71P	107
RNU6-393P	107
RNVU1-15	165
RNU6-1035P	107
Y_RNA	113
RNU6-790P	105
Y_RNA	102
Y_RNA	104
RNU6-102P	104
SNORD3H	214
SNORA80D	135
Y_RNA	102
RNU1-57P	166
SNORA70E	135
RNU6-456P	107
Y_RNA	102
RNU6-692P	107
RNU6-900P	102
Y_RNA	99
Y_RNA	114
SNORA37	129
RNU6-125P	107
Y_RNA	99
RNU6-110P	104
Y_RNA	114
SNORD45A	84
RNU6-1065P	106
Y_RNA	103
SNORA70	134
SNORD116-29	83
Y_RNA	102
RNU6-1005P	107
SNORA72	129
RNU6-342P	104
Y_RNA	100
RNU6-1117P	104
RNU6-880P	107
RNU6-18P	107
Y_RNA	112
RNU6-35P	107
RNU6-738P	106
SNORD116-16	92
RNU6-15P	107
Y_RNA	112
RNU6-1241P	107
RNU6-1081P	107
SNORA70C	135
RN7SKP62	329
RNU6-601P	107
Y_RNA	124
SNORA70I	135
RNU6-441P	106
RNU6-1160P	104
RNA5SP284	118
RNU6-831P	107
SNORD116-24	92
SNORD20	80
Y_RNA	106
Y_RNA	113
Y_RNA	102
Y_RNA	102
RNU6-1274P	107
RNU6-1235P	107
Y_RNA	114
RNU6-30P	107
Y_RNA	113
Y_RNA	102
Y_RNA	100
RNU6-851P	107
RNU6-140P	108
SNORD7	97
RNU6-83P	112
AP000648.1	71
Y_RNA	113
Y_RNA	110
Y_RNA	102
SNORA8	139
Y_RNA	108
RNU6-1152P	107
RNU6-145P	106
RNU6-878P	110
RNU4-70P	139
RNU6-1127P	107
RNU6-429P	108
SNORA2B	137
Y_RNA	119
Y_RNA	101
RNU6-1184P	108
Y_RNA	121
Y_RNA	113
RNU6-160P	107
RNU1-89P	164
RNU6-901P	106
RNY1P4	115
Y_RNA	114
RNU6-883P	107
RNU6-636P	107
Y_RNA	112
RNU6-73P	107
RNU6-1263P	106
RNU6-146P	108
RNU6-680P	105
RNU6-12P	107
RNU6-658P	106
RNU6-296P	107
RNVU1-1	164
RNA5SP64	107
Y_RNA	99
RNU6-225P	103
SNORA22C	134
RNU6-1222P	107
RNU6-306P	107
RNVU1-17	164
Y_RNA	113
RNU6-540P	101
RNU6-1257P	110
Y_RNA	109
RNU6-2	107
RNU6-925P	104
RNU6-14P	106
RNU6-178P	104
RNU6-422P	107
Y_RNA	102
RNU6-939P	107
Y_RNA	107
RNU6-297P	107
RNU6-29P	107
Y_RNA	111
RNU6-665P	107
Y_RNA	113
Y_RNA	111
SNORD116-23	92
RNU6-748P	107
Y_RNA	107
Y_RNA	113
RNU6-950P	107
Y_RNA	105
Y_RNA	101
Y_RNA	119
RNU6-310P	107
Y_RNA	105
Y_RNA	102
RNU1-4	164
Y_RNA	102
SNORA20	132
RNU6-136P	107
RNU6-1060P	107
Y_RNA	112
RNU6-1179P	107
RNU6-1011P	107
Y_RNA	102
RNU6-959P	107
Y_RNA	102
Y_RNA	110
SNORA64	134
SNORA41	132
AC023950.1	136
Y_RNA	113
AC007448.1	139
Y_RNA	107
RNU6-455P	107
RNU6-768P	107
RNU6-1151P	107
Y_RNA	113
Y_RNA	107
AL022724.1	142
Y_RNA	102
SNORD38B	67
RNU6-813P	107
Y_RNA	100
Y_RNA	113
RNU6-95P	107
U8	133
RNU6-906P	70
U8	133
RNU6-246P	107
RNU6-1072P	107
RNU6-114P	105
Y_RNA	108
Y_RNA	106
RNU6-541P	110
RNU6-21P	107
SNORD116-6	96
RNU6-417P	107
SNORD56B	71
SNORD15B	146
RNU6-520P	104
RNU6-19P	107
Y_RNA	101
RNU6-291P	107
RNU6-606P	111
RNU6-535P	107
RNU6-1104P	104
RNU6-331P	107
RNU6-997P	107
RNU6-476P	107
RNY3P9	106
RNU6-1311P	107
SNORD116-19	92
RNU6-253P	105
RNU6-376P	106
Y_RNA	101
Y_RNA	106
SNORA19	128
RNU6-41P	107
Y_RNA	113
RNY1P7	110
SNORA80E	137
RNU6-286P	107
Y_RNA	103
Y_RNA	101
RNU6-1067P	107
Y_RNA	98
RNU6-1044P	107
Y_RNA	98
RNU6-987P	104
RNU6-713P	107
SNORA46	135
Y_RNA	105
RNY3P10	102
SNORA7A	139
Y_RNA	95
Y_RNA	102
SNORD102	72
RNVU1-14	164
AL592436.1	134
AP001610.1	121
RNU6-1031P	107
RNU6-1105P	107
RNU6-9	107
RNU6-1237P	107
RNU6-771P	107
Y_RNA	102
RNU1-3	164
RNU6-555P	106
SNORA41B	128
RNU6-59P	107
SNORA66	133
RNU6-33P	107
Y_RNA	101
MIR548C	97
MIR25	84
MIR217	110
MIR521-2	87
MIR99B	70
MIR608	100
MIR633	98
MIR647	96
MIR578	96
MIR635	98
MIR34C	77
MIR23B	97
MIR203A	110
MIR433	93
MIR615	96
MIR550A2	97
MIR661	89
MIR649	97
MIR587	96
MIR583	75
MIR662	95
MIR526B	83
MIR199B	110
MIR30B	88
MIR606	96
MIR181D	137
MIR135A2	100
MIR544A	91
MIR593	100
MIR508	115
MIR215	110
MIR520A	85
MIR181A2	110
MIR490	128
MIR124-3	87
MIR520E	87
MIR598	97
MIR206	86
MIR191	92
MIR554	96
MIR200A	90
MIR127	97
MIR491	84
MIR149	89
MIR604	94
MIR181C	110
MIR193A	88
MIR515-2	83
MIR515-1	83
MIR3074	81
MIR585	94
MIR516A2	90
MIR619	99
MIR194-1	85
MIR128-2	84
MIR562	95
MIR581	96
MIR651	97
MIR526A1	85
MIR7-3	110
MIR641	99
MIR588	83
MIR505	84
MIR521-1	87
MIR499A	122
MIR595	96
MIR99A	81
MIR193B	83
MIR510	74
MIR571	96
MIR512-2	98
MIR512-1	84
MIR655	97
MIR153-1	90
MIR138-2	84
MIR570	97
MIR28	86
MIR621	96
MIR558	94
MIR128-1	82
MIR489	84
MIR548AA2	97
MIR548A2	97
MIR183	110
MIR592	97
MIR602	98
MIR184	84
MIR659	97
MIR573	99
MIR32	70
MIR518A2	87
MIR597	97
MIR211	110
MIR7-2	110
MIR548AA1	97
MIR129-1	72
MIR518F	87
MIR141	95
MIR525	85
MIR627	97
MIR200C	68
MIR584	97
MIR572	95
MIR551B	96
MIR623	98
MIR186	86
MIR520B	61
MIR222	110
MIR455	96
MIR449B	97
MIR556	95
MIR200B	95
MIR506	124
MIR218-1	110
MIR517A	87
MIR520D	87
MIR657	98
MIR181B2	89
MIR520C	87
MIR218-2	110
MIR590	97
MIR487A	80
MIR495	82
MIR10B	110
MIR575	94
MIR299	63
MIR553	68
AP000553.1	1093
MIR199A1	71
MIR487B	84
MIR450A2	100
MIR580	97
MIR93	80
MIR532	91
MIR181A1	110
MIR329-1	80
MIR329-2	84
MIR617	97
MIR626	94
MIR516A1	90
MIR188	86
MIR586	97
MIR550A1	97
MIR642A	97
MIR548A1	97
MIR551A	96
MIR3591	73
MIR15B	98
MIR648	94
MIR625	85
MIR150	84
MIR542	97
MIR500A	84
MIR519C	87
MIR26A2	84
MIR187	109
MIR216A	110
MIR520G	90
MIR504	83
MIR646	94
MIR518A1	85
MIR599	95
MIR483	76
MIR95	81
MIR27A	78
MIR519E	84
MIR34B	84
MIR605	83
MIR147A	72
MIR563	79
MIR124-2	109
MIR105-2	81
MIR545	106
MIR640	96
MIR519B	81
MIR596	77
MIR30A	71
MIR517B	67
MIR517C	95
MIR33B	96
MIR520H	88
MIR518B	83
MIR125B2	89
MIR27B	97
MIR514A2	88
MIR514A3	88
MIR514A1	98
MIR498	124
MIR221	110
MIR513B	84
MIR513A1	129
MIR610	96
AC104450.1	94
MIR559	96
MIR196A2	110
MIR516B2	85
MIR135A1	90
MIR302A	69
MIR603	97
MIR577	96
MIR33A	69
MIR9-1	89
MIR654	81
MIR204	110
MIR511	87
MIR567	98
MIR552	96
MIR136	82
MIR634	97
MIR574	96
MIR516B1	90
MIR152	87
MIR328	75
MIR561	97
MIR624	97
MIR138-1	99
AL359091.1	1504
MIR579	98
MIR105-1	81
MIR656	78
MIR153-2	87
MIR496	102
MIR30C1	89
MIR569	96
MIR629	97
MIR620	95
MIR507	94
MIR660	97
MIR125B1	88
MIR638	100
MIR589	99
MIR557	98
MIR181B1	110
MIR607	96
MIR154	84
MIR527	85
MIR23A	73
MIR519D	88
MIR548B	97
MIR613	95
MIR513A2	127
MIR518E	88
MIR576	98
MIR493	89
MIR182	110
MIR601	79
MIR519A1	85
MIR134	73
MIR100	80
MIR325	98
MIR301A	86
MIR644A	94
MIR509-1	94
MIR431	114
MIR643	97
MIR549A	96
MIR323B	82
MIR503	71
MIR16-1	89
MIR125A	86
MIR130A	89
MIRLET7F2	83
MIR652	98
MIR653	96
MIR362	65
MIR140	100
MIR645	94
MIR618	98
MIR185	82
MIR199A2	110
MIR591	95
MIR485	73
MIR616	97
MIR548A3	97
MIR609	95
MIR106B	82
MIR320A	82
