gene_name	length
Gas2	4993
Kctd15	4238
Slc17a6	5399
Prmt3	5996
Dbx1	2091
Asb7	6488
Cers3	3256
Snrpa1	3172
Pcsk6	5190
Tarsl2	6741
Tjp1	7811
Fam189a1	5303
Apba2	3824
Mphosph10	3700
Mtmr10	7873
Trpm1	14746
Chrna7	4505
Crtc3	9850
Blm	8777
Furin	9178
Hddc3	3775
Unc45a	9263
Vps33b	3471
Iqgap1	16538
Cib1	2303
Sema4b	5645
Idh2	2588
Mesp2	1944
Mesp1	1275
Pex11a	3182
Plin1	4649
Rhcg	2232
Nr2f2	8625
Pgpep1l	1006
Synm	7933
Ttc23	8474
Lrrc28	8670
Mef2a	14681
Rab38	1577
Ctsc	5808
Nox4	8471
Cd22	5042
Tyrobp	667
Sipa1l3	16555
Dpf1	5376
2200002D01Rik	1564
Yif1b	1363
Rasgrp4	6363
Fam98c	2713
Psmd8	3057
Ryr1	21838
Nfkbib	2169
Fbxo17	2497
Lrfn1	3919
Pak4	3535
Psmc4	2163
Zfp626	5329
Mfge8	4694
Hapln3	3513
Acan	7469
Aen	5801
Det1	4321
Mrps11	2172
Mrpl46	1415
Ccdc90b	1801
Tmem126b	4740
Tmem126a	2570
Sytl2	13948
Ccdc83	3250
Eed	3828
Me3	14624
Prss23os	1592
Zfand6	4508
Fah	2218
1700010L04Rik	1577
Sh3gl3	4319
Ddias	3702
Rab30	9642
Ndufc2	754
Anapc15	5161
Tmc5	4470
Art2b	2828
Coq7	6434
Gm45837	4139
Arl6ip1	2482
Smg1	23984
Xylt1	9651
Nucb2	2331
Pik3c2a	11133
Ipo5	6001
1110004F10Rik	2490
Sox6os	420
Calcb	1264
Calca	1684
Cyp2r1	2115
Pde3b	9114
Mylpf	1062
Qprt	2645
Kif22	4903
Maz	2976
Pagr1a	1430
Mvp	7627
Cdipt	2592
Sez6l2	4210
Kctd13	2487
Stard10	2419
Ino80e	7644
Fchsd2	16627
Klk10	1373
Aldoa	2911
Ppp4c	4281
Tbx6	1804
Plekhb1	3713
Gdpd3	2186
Rab6a	3728
Mrpl48	8152
Coro1a	2783
Dnajb13	2732
Sult1a1	1507
Klk7	1895
Sgf29	1802
Nupr1	2514
Ppme1	3100
Cln3	5781
Nfatc2ip	3388
Cd19	3075
Lipt2	1663
Pold3	4601
Rabep2	5322
Pgm2l1	9583
Atp2a1	3477
Syt3	3118
Chrdl2	3660
Sh2b1	3932
Gm9755	1356
Slco2b1	5958
Eif3c	3511
Myh14	7273
Spns1	3707
Lat	2767
Rps3	4483
Il21r	3324
Dgat2	3083
Il4ra	6002
Nsmce1	1329
Psma1	2952
Kdm8	2389
Thap12	4125
Copb1	5582
Zkscan2	8984
Far1	8055
Acer3	15324
Myo7a	8874
Aqp8	1581
Lcmt1	3244
Arhgap17	9759
Disp1	5224
Slc5a11	2758
Parva	10157
Dkk3	3359
Pak1	3943
Trat1	4665
Rbbp6	12915
Rusf1	5526
Slc5a2	2897
Tgfb1i1	5585
Cox6a2	680
Itgam	5024
Lyve1	2919
Rnf141	10275
Itgax	4803
Adm	1619
Dkkl1	1576
Pycard	3800
Fus	11695
Tead2	4788
Cd37	3522
Prss8	1852
Kat8	2891
Bckdk	3695
Gm21974	2037
Stx4a	2364
Stx1b	4802
Fbxl19	4542
Bcl7c	7222
Phkg2	4000
Rnf40	5621
Prr14	4455
9130019O22Rik	3878
Nucb1	8212
Hsd17b14	2046
Bcat2	3900
Fgf21	951
Itgal	6569
Abcc6	5721
Nomo1	5936
Ush1c	3958
Sergef	3476
Lamtor1	3215
Rgs10	1711
Tial1	6903
Bag3	2562
Fgfr2	10328
Ate1	5579
Ldhc	1580
Tacc2	15793
Ptpn5	5794
Fam24b	680
Fam24a	851
Acadsb	7179
Cpxm2	4622
Chp2	1603
Ern2	2964
Plk1	2199
Dctn5	2649
Ndufab1	6883
Ubfd1	9629
Ears2	5152
Gga2	9769
Scnn1b	2633
Mettl9	4357
Mfsd13b	1971
Cdr2	5684
Mrpl17	7605
Polr3e	5024
Arfip2	4902
Dnhd1	15081
Uqcrc2	2552
Pdzd9	2180
Rrp8	3558
Vwa3a	7205
Ilk	2744
Tpp1	5164
Hpx	1499
Cnga4	2663
Cckbr	2862
Crym	3391
Anks4b	3900
Zp2	2724
Tmem159	1962
Trim30a	4111
Lyrm1	7134
Rexo5	4782
Eri2	7170
Chst15	6754
Oat	2360
Acsm3	4936
Thumpd1	3004
Acsm2	7424
Lhpp	2416
Gp2	1998
Fam53b	6911
Eef1akmt2	1764
Umod	2763
Abraxas2	8421
Trim21	3714
Zranb1	5472
Pdilt	2281
Ctbp2	6220
Acsm5	3799
Tex36	958
Rrm1	11012
Uros	3576
Knop1	5880
Mmp21	2665
Vps35l	14648
Bccip	2038
Dhx32	4172
Stim1	10371
Pgap2	4529
D7Ertd443e	7982
Art1	2809
Mki67	10061
Atp6ap2	2618
Usp9x	15051
Cask	9145
Swap70	8090
Wee1	3419
Tmem9b	2002
BC051019	2070
Akip1	1305
Denn2b	5738
Trim66	10125
Stk33	2654
Tub	8391
Eif3f	2891
Ndufb11	908
Rbm10	3714
Cdk16	4378
Usp11	4732
Glrx3	5016
Mrgprf	2214
LTO1	7061
Fgf15	3058
Fgf3	2326
Ano1	6322
Fadd	3903
Cttn	4192
Zfp300	5338
Acte1	2833
Slc6a14	3434
Nadsyn1	3306
Dock11	9240
Cul4b	3873
Tnni2	1497
Syt8	1894
Smarca1	6118
Sash3	2677
Elf4	6148
Rab33a	1158
Slc25a14	2364
Rbmx2	1872
Enox2	4356
Igsf1	5768
Stk26	5271
Magea14	1571
Gpc4	2651
3830403N18Rik	1022
Slc9a9	5679
Brs3	2772
Vgll1	2455
Cd40lg	1250
Arhgef6	8552
Rbmx	4330
Fgf13	4019
F9	2734
Mcf2	4502
Cacna1f	9089
Ccdc22	3427
Syp	5211
Prickle3	4902
Plp2	1334
Magix	2910
Gpkow	3737
Praf2	1339
Ccdc120	4165
Gripap1	5502
Otud5	5200
Pim2	2795
Slc35a2	4729
Pqbp1	1636
Timm17b	2557
Eras	1077
Hdac6	5817
Gata1	2438
Glod5	673
Was	2381
Wdr13	5277
Rbm3	4698
Ebp	2310
Porcn	3000
Slc38a5	2241
Ftsj1	4760
Otc	4241
Rpgr	7247
Dynlt3	2576
Magea9	1767
Ctag2	854
4930447F04Rik	703
Aff2	7267
4931400O07Rik	647
F8	9905
Vbp1	2132
Fundc2	2785
Mtcp1	4478
Brcc3	7887
Rab39b	3401
Asb12	1594
Msn	6327
Heph	7662
Gpr165	4545
Pgr15l	5379
Ophn1	13100
Stard8	5499
Efnb1	3452
Awat2	2126
Igbp1	5717
Magee2	2316
Pbdc1	6098
Magee1	3550
Atrx	21757
Fgf16	1645
Cox7b	1214
Magt1	4672
Pgk2	1626
Itm2a	1744
Tbx22	5550
2610002M06Rik	6337
Hmgn5	1934
Sh3bgrl	3298
Tnmd	1353
Srpx2	2922
Sytl4	5125
Cstf2	9180
Nox1	3307
Xkrx	3024
Cenpi	5681
Btk	3149
Gla	3265
4930513O06Rik	804
Serpina7	2448
Col4a6	7973
Col4a5	6718
Acsl4	5405
Chrdl1	6758
Pak3	9552
Dcx	12647
Glt28d2	2732
Il13ra2	2281
Lrch2	6420
Cdkl5	14331
Rs1	5840
D630029K05Rik	2717
Phka2	6068
Slc7a3	3784
Adgrg2	5278
Pdha1	3734
Nlgn3	9271
Map3k15	4348
Il2rg	2387
Rps6ka3	8322
Zmym3	8021
Nono	4375
Itgb1bp2	1799
Taf1	8558
Rps4x	1631
Dmrtc1a	1388
4930519F16Rik	3067
Cdx4	1963
Chic1	7375
Flna	9457
Tsx	812
Zcchc13	1085
Abcb7	5905
Mtm1	13935
Gabre	4736
Gpm6b	5600
Gabra3	3924
Gabrq	5352
Cetn2	1646
Nsdhl	2853
Zfp185	3707
Hccs	5151
Rbbp7	2909
Amelx	999
Arhgap6	12128
Syap1	2351
Msl3	2877
Ctps2	4720
Xlr4c	2232
Grpr	2523
Zfp275	6745
Ap1s2	4965
Zrsr2	7194
Haus7	1438
Trex2	1017
Car5b	6354
Zfp92	6744
Bgn	6099
Atp2b3	4820
Bmx	3092
Abcd1	4192
Pir	5553
Vegfd	2408
Piga	6385
Asb11	2847
Dusp9	2722
Asb9	1139
Plxnb3	6493
Hcfc1	8360
Renbp	2494
Naa10	4132
Arhgap4	8105
Avpr2	2886
L1cam	7347
Irak1	4716
Mecp2	15067
Opn1mw	1562
Tktl1	2473
Plxna3	7880
Fam3a	2485
G6pdx	3080
Mpp1	5343
Dkc1	4121
Tceal6	1114
Nxf7	2710
Pramex1	2268
Morf4l2	3135
Kir3dl1	1558
Plp1	5551
Zcchc18	4876
Psmd10	1469
Vsig1	2768
Tsc22d3	4341
Prps1	1993
Rbm41	6638
Morc4	6051
Rnf128	3464
Atp11a	11150
Mcf2l	12984
F7	1859
F10	2731
Proz	5549
Cul4a	6408
Lamp1	2675
Adprhl1	5856
Atp4b	1509
Grk1	8784
Gas6	2548
1700029H14Rik	1421
Rasa3	5095
Coprs	2732
Myom2	8853
Angpt2	3690
Agpat5	10783
Defb8	287
Nek3	2153
Vps36	3706
Thsd1	4422
Tpte	2758
Slc25a15	5629
Erlin2	5829
Plpbp	12648
Adgra2	5775
Brf2	3212
Rab11fip1	10800
Adrb3	3376
Eif4ebp1	2196
Chrna6	2906
Chrnb3	6369
Ggn	2800
Cd209a	1583
Cd209d	919
Tnfsf13b	6868
Col4a1	7464
Col4a2	6619
Rab20	1392
Naxd	4713
Ptpn7	6102
Ankrd10	7492
1700016D06Rik	1612
1700128E19Rik	2439
Arhgef7	15874
Tex29	1262
Leprotl1	2879
Dctn6	2853
Gpm6a	3215
Spata4	1057
Asb5	2262
Vegfc	2449
Aga	2321
Dlc1	14694
Eri1	8868
Tnks	14888
Dusp4	2740
Saraf	2965
Mrps31	3291
Smim19	1462
Dkk4	1315
Polb	3940
Ikbkb	19078
Plat	6241
Ap3m2	4525
Kat6a	9330
Ank1	13527
Gpat4	6682
Gins4	1349
Sfrp1	4372
Ido2	3636
Ido1	1825
Adam18	2361
Adam3	2942
Adam5	3130
Adam9	4115
Tm2d2	1802
Plekha2	5579
Slit2	25433
4930555F03Rik	5154
Tenm3	10237
Dctd	3409
Wwc2	13784
Fgfr1	9875
Rwdd4a	3352
Plpp5	3528
Star	4113
Ash2l	8969
Kcnu1	3737
Tti2	6045
Mak16	2239
Wrn	7597
Gsr	2754
Gtf2e2	2348
Rbpms	6556
Frg1	1673
Asah1	3390
Pcm1	7458
Fgl1	4434
Pdgfrl	3126
Slc7a2	9135
Vps37a	9090
Cnot7	5821
Fgf20	1678
Msmo1	6144
Klhl2	9247
Galnt7	5253
Sap30	1178
Scrg1	700
Hpgd	1683
Ednra	5476
Tmem184c	2723
Nr3c2	6474
Iqcm	2183
Isx	1793
Sin3b	7354
Sorbs2	28634
Irf2	7396
Casp3	3357
Cenpu	3999
Cfap97	5157
Slc25a4	2353
Ufsp2	4407
Anxa10	2292
Pdlim3	5147
Lrp2bp	4338
Tlr3	5207
Gm45753	2753
Cbr4	6259
Sh3rf1	7426
Nek1	7886
F11	2240
Mfap3l	6837
Triml1	2792
N4bp1	12189
Cbln1	3037
Heatr3	4497
Adcy7	6733
Brd7	5244
Nkd1	4558
Snx20	6439
Sall1	5265
Rbl2	7558
Aktip	7040
Eif2ak3	6026
Gins3	2709
Setd6	1903
Got2	4824
Cdh11	8904
Smad1	6262
1700011L22Rik	1026
Lsm6	4076
Slc10a7	9442
Pou4f2	3204
Tnpo2	6285
Vps35	8899
Orc6	2469
Mylk3	4283
Gpt2	5643
Dnaja2	2975
Itfg1	11045
Rfx1	6431
Tecr	2505
Tbc1d9	5887
Ucp1	1636
Zfp330	5686
Il15	2261
Gab1	5082
Smarca5	7777
Hp	1606
Txnl4b	1892
Ces1f	3285
Pmfbp1	3593
Zfp821	6649
Ist1	7006
Dhodh	6326
Ap1g1	7681
Phlpp2	8449
Irx3	2762
Crnde	2017
Irx5	3127
Irx6	3370
Mmp2	3371
Gnao1	11053
St3gal2	5041
Il34	1959
Amfr	4132
Cog4	4053
Nudt21	5350
Bbs2	3311
Cenpn	3294
Mt4	398
Cdyl2	2411
Mt3	1066
Mt2	588
Mt1	1246
Slc12a3	11119
Nudt7	5618
Herpud1	2333
Cntnap4	6281
Psme3ip1	3769
Pllp	2083
Arl2bp	2802
Cx3cl1	3930
Ccl22	2325
Ccl17	514
Ciapin1	9212
Coq9	3055
Polr2c	5256
Adgrg1	5421
Drc7	2988
Katnb1	6085
Kifc3	5298
Cngb1	9355
Mmp15	5397
Tmem38a	2142
Usb1	2803
Cfap20	4451
Tpm4	4269
Phxr4	1391
B3gnt3	3055
Jak3	5352
Pgls	3770
Slc27a1	5835
1700018B08Rik	1294
Map1lc3b	7517
Mvb12a	3077
Mthfsd	10586
Cox4i1	1550
Emc8	6295
Babam1	2406
Gins2	4097
Gse1	10351
Zdhhc7	3677
6430548M08Rik	6626
Crispld2	4777
Usp10	9559
Cotl1	1596
Klhl36	2339
Dnaaf1	2821
Taf1c	3490
Mast3	5955
Pik3r2	4176
Mbtps1	10539
Necab2	2096
Ifi30	980
Hsbp1	1861
Rab3a	2225
Cdh13	11233
Pde4c	5596
Mphosph6	2476
Hsd17b2	1924
Bco1	2543
1700030J22Rik	2996
Lsm4	1038
Comp	2967
Ntpcr	2673
Map3k21	5693
Mau2	9131
Pbx4	2217
Lpar2	6317
Atp13a1	6273
Ints10	6885
Dctn1	6509
Pgr	8546
Cdh5	4203
Bean1	3494
Cmtm3	2986
Gm45711	1660
Ces2g	3574
Nae1	8201
Ciao2b	1076
Rrad	1577
Cdh16	3792
Car7	3637
Ces2d-ps	1656
Cbfb	3480
Ces2e	2699
Tradd	1866
D230025D16Rik	4704
Hsd11b2	1840
Tsnaxip1	2227
Ctrl	1156
Psmb10	1705
Dpep3	1698
Dus2	3367
Nfatc3	11726
Pla2g15	3013
Slc7a6	4570
Smpd3	5232
Zfp90	7823
Has3	6380
Vps4a	2522
Cog8	4637
Nip7	3130
Mtmr2	4913
Tmed6	871
Terf2	4597
Cep57	4180
Cyb5b	4374
Maml2	6598
1700012B09Rik	819
Mre11a	5927
Wwp2	8871
Ankrd49	5239
Gpr83	5095
Izumo1r	2320
Panx1	6030
Med17	4230
Hephl1	5261
Vstm5	1991
4931406C07Rik	10871
Taf1d	8949
Kars	4464
Adat1	4399
Gabarapl2	2325
Tmem231	5372
Chst5	2182
Tmem170	3878
Cfdp1	1178
Bcar1	4547
Ctrb1	878
Ldhd	5328
Wdr59	8859
Aars	9282
Cdh15	3251
Bmper	4833
Tbx20	11997
Glb1l3	2618
Afg3l1	4757
Acad8	4143
Dbndd1	2645
Ccsap	2767
Acta1	1536
Abcb10	4306
Urb2	6153
Cog2	4778
Agt	1891
Capn9	2414
Arv1	1652
2310022B05Rik	3307
2810004N23Rik	6324
Gnpat	3587
Sprtn	4711
Egln1	3594
Vps26b	5099
Jam3	3200
Spata19	1458
Snx19	6725
Adamts8	4613
St14	7637
Aplp2	5875
Trpc6	5066
1700128F08Rik	1625
Birc3	5009
Dcun1d5	3077
Pdgfd	3154
Sesn3	15269
Usp2	4818
Thy1	2995
Nectin1	6562
Trim29	3473
Oaf	2629
Pou2f3	3088
Grik4	5962
Sc5d	4866
Ubash3b	7326
Crtam	5131
Jhy	3343
Clmp	4591
Rexo2	3385
Nxpe2	4102
Cul5	8165
Barx2	1968
Kcnj5	4685
Ets1	8476
Kirrel3	6454
St3gal4	2923
Dcps	1451
Tirap	4929
Srpr	3364
Rpusd4	2647
Abhd12	2823
Acat1	3758
4930510E17Rik	1639
Rdx	4732
Fdx1	3104
Pou2af1	2549
Btg4	2556
Hoatz	973
Ppp2r1b	6449
Alg9	3889
Cryab	1479
2310030G06Rik	1979
Dixdc1	9971
Tex12	1016
Bco2	2118
Pts	6101
Plet1	1947
Cadm1	11798
Bud13	4315
Zpr1	3583
Apoa5	2522
Apoa4	1815
Apoc3	1014
Apoa1	1236
Tagln	1988
Bace1	6348
Dscaml1	8909
Il10ra	3498
Tmprss4	2589
Mpzl2	6968
Cd3e	4080
Cd3d	1815
Arcn1	14915
Ddx6	8035
Treh	2048
Pate4	1072
Ddx25	6934
Pus3	2972
Pdzd3	2194
Pate6	1334
Nlrx1	5750
Acrv1	3647
Trappc4	2444
Chek1	4635
Slc37a4	2857
Hyou1	7230
Stt3a	8948
Fez1	4104
Hinfp	8303
C2cd2l	5836
Tmem218	2619
Slc37a2	6643
Dpagt1	3425
Robo4	5302
Hmbs	3909
Vps11	4940
Robo3	6848
Abcg4	5211
Mcam	3350
Pin1	3843
Olfm2	2665
Icam5	2947
Tyk2	6865
Pde4a	7655
Ilf3	10843
Bmp5	4025
Tmed1	1519
Scg3	2738
Yipf2	2174
Lysmd2	1543
Carm1	4852
Tmod2	11683
Smarca4	6475
Bcl2l10	1237
Gnb5	3115
Ldlr	9622
Kank2	5235
Dock6	8782
Polr2m	2424
Rab27a	3879
Aqp9	4143
Lipc	2150
Sltm	11276
Rsl24d1	1716
Nedd4	12601
Rnf111	8849
Ccnb2	1531
Myo1e	5704
Mns1	5363
Fam81a	4397
Gcnt3	4301
Tcf12	15529
Anxa2	3731
Cgnl1	7844
Ice2	7736
Rora	13071
Rp9	3570
Itga11	5131
Fem1b	6785
Cln6	2434
Calml4	3642
Anp32a	3166
Irak1bp1	2158
Glce	6828
Phip	33312
Kif23	7901
Ankk1	2948
Lca5	6306
Drd2	2547
Sh3bgrl2	7865
Elovl4	3026
Bckdhb	1805
Zw10	3827
Tent5a	5703
Usp28	5832
Tmprss5	3058
Htr3a	2083
Nnmt	1576
Cyp19a1	4522
Paqr5	3954
Idh3a	5072
Tle3	11653
Acsbg1	3604
Dnaja4	3589
Imp3	924
Thsd4	13986
Ptpn9	4657
Crabp1	802
Nr2e3	3369
Ireb2	9479
Pkm	5001
Man2c1	7052
Celf6	3621
Neil1	1871
Commd4	2683
1700017B05Rik	5235
Psma4	2370
Chrna3	5265
Fam219b	3087
Mpi	3142
Ube2q2	4305
Ulk3	4157
Fbxo22	2394
Cyp1a2	2013
Nrg4	6075
Csk	3737
Tmem266	4714
Etfa	1835
Cyp1a1	2787
Clk3	8450
Isl2	2193
Rcn2	4745
Pstpip1	3830
Cyp11a1	4804
Tspan3	4274
Stra6	5829
Tmem30a	5646
Hmg20a	9314
Cox7a2	944
Col12a1	15228
Stoml1	3093
Loxl1	3297
Nptn	6168
Hcn4	6118
Neo1	8716
Mto1	4078
Impg1	3630
Cgas	4126
Ooep	2138
Gsta4	1266
Elovl5	3522
Gclc	3766
Lrrc1	8195
Tmed3	2847
Mlip	8916
Rasgrf1	11063
Tinag	1735
Fam83b	3879
Ctsh	4499
Hcrtr2	6162
Adamts7	6282
Tpm1	6485
Zic1	5693
Plscr1	2462
Lactb	2036
Plscr2	3180
Car12	7597
Plod2	5392
Aph1b	5163
Usp3	6848
Plscr4	3590
Dapk2	4127
Ciao2a	1240
Snx1	4339
Ppib	3305
Csnk1g1	15621
Trip4	8394
Rbpms2	2506
Spg21	3567
Parp16	3886
Dpp8	13707
Igdcc3	3604
Dis3l	5458
Tipin	1869
Snapc5	1228
Rpl4	2007
Zwilch	4283
Lctl	2604
Smad3	5542
2300009A05Rik	2000
Pias1	6830
U2surp	14642
Atr	23629
Xrn1	18585
Tfdp2	14029
Atp1b3	2389
Rasa2	15856
Ube2cbp	1790
Rwdd2a	1380
Me1	3848
Tbx18	4718
Nt5e	8602
Snx14	6110
Syncrip	12297
Zfp949	4110
Crtap	1772
Cmtm6	3440
Dync1li1	3871
Cmtm7	3455
Stt3b	4221
Tgfbr2	8187
Zcwpw2	3657
Eomes	4155
Slc25a36	9594
Trim42	2463
Clstn2	5691
Rbp2	962
Nmnat3	5004
Copb2	6351
Mrps22	3991
Pik3cb	7193
Faim	5745
Armc8	6531
Dbr1	2488
Mras	5134
Cldn18	4456
Nck1	4792
Cdc25a	8023
Nme6	2088
Map4	15143
Dhx30	10616
Smarcc1	7832
Cspg5	10074
Ngp	1222
Scap	7443
Ptgs2	4580
Kif9	4298
Nradd	1817
Pth1r	2925
Prss44	3530
Tdgf1	2622
Lrrc2	3757
Ltf	3450
Lrrfip2	6656
Mlh1	5300
Dclk3	3005
Trib1	6248
Stac	2644
Arpp21	17428
Pdcd6ip	6903
Fbxl2	4444
Myd88	2576
Scn5a	8764
Wdr48	8927
Gorasp1	4146
Ttc21a	5388
Csrnp1	3473
Mobp	6849
Rpsa	3170
Slc25a38	2747
Hhatl	2625
Nktr	21283
Ss18l2	3060
Pccb	2771
Vipr1	5800
Lyzl4	1402
Amotl2	6289
Cck	1305
Cep63	9598
Trak1	12568
Ephb1	7002
Abhd5	5956
Ryk	4534
Slco2a1	13545
Rab6b	5031
1110059G10Rik	5594
Srprb	4287
Trf	3320
Topbp1	11226
Bfsp2	1698
Uba5	5832
Nphp3	6617
Dnajc13	11938
Acpp	7330
Gnai2	3779
Mrpl3	6661
Cpne4	5499
Nudt16	2592
Nudt16l2	1006
Aste1	6748
Atp2c1	9694
Pik3r4	9660
Col6a4	8526
Manf	3524
Mapkapk3	5542
Cish	6419
Hemk1	3646
Rbm5	15434
Rbm6	13944
Mon1a	2826
Mst1r	5007
Traip	6281
Bsn	15938
Apeh	5651
Mst1	2262
Amigo3	2543
Ip6k1	6487
Cdhr4	3084
Uba7	6692
Nckipsd	4656
Ip6k2	4067
Prkar2a	6378
Slc25a20	4844
Qars	6572
Nicn1	2835
Amt	2437
Klhdc8b	8419
1700102P08Rik	1236
Usp4	8628
Nt5m	3361
Srek1	9293
Oas1d	2021
Eml4	6038
Thsd7a	13737
Flcn	4322
Atxn2l	4782
Chsy1	4176
Gpr19	2920
Fhl3	1683
Pygm	3218
Colgalt2	4245
Crebl2	6186
Marchf3	6006
Fam189b	3649
Oas3	7069
1700025G04Rik	11788
Pon2	7339
A930018P22Rik	822
Prorsd1	2128
Cd59a	1811
6820408C15Rik	1787
Malt1	18040
Oas2	4451
Nlrp3	4057
Lmo2	2166
Kank1	6166
Exd2	8337
Resf1	9629
Syde1	3288
Trib3	2125
Mdfi	3092
Mansc1	2376
Sbspon	2748
Abtb2	6032
Folr2	1546
Bmp8a	2405
Mier3	6094
Snx33	4571
Ablim3	4535
Inppl1	6399
Pram1	2462
Ccdc88a	11385
Tpcn1	8462
Katnip	17086
Heyl	5113
Gpbp1	3905
Gab3	3891
Slc8b1	3463
Bet1	3730
Kap	707
Ilvbl	4420
Gng11	919
Trpa1	4263
Chrm1	6487
Mctp2	12351
Gtf3c1	12018
Cntrob	6660
Troap	3520
Alas1	6174
Pdxk	5397
Lama1	9681
Srxn1	2820
Cdv3	7403
Slc10a3	2023
Alox12b	2431
Cyp2c38	2869
Arap1	8433
Fanca	8761
Igdcc4	9481
Loxhd1	8899
Ank2	35510
Ppp1r9a	14531
Pwp2	3872
Trpc1	8030
Spring1	5649
Prr5l	4967
Abcc10	6856
Alpk2	7960
Zswim6	5549
Abcc4	6389
Rnft2	5593
Rspo4	2371
Ugt8a	4536
Pkd1	17415
P2ry2	3927
Rag2	3424
Fbxw8	5525
Psmf1	6441
Smap2	3160
Cyb5r4	6736
Arhgef17	10795
Ccdc85a	6971
Acsl3	4357
Gm6685	687
Rims3	7972
Rangrf	1269
1700031F05Rik	1444
Nfyc	2942
Fbxo21	5545
Styk1	5865
Tex43	1109
Slc16a1	4426
Atg12	7711
Sgpp2	4002
Cspg4	11931
Lrig2	11755
Adgre4	3491
Odf4	1166
Itgbl1	4229
Hspa13	6834
Camkv	3763
Fshr	2360
Nup93	4257
Rbm11	2754
Ucp3	3135
Rasgrp2	12384
Lipi	2192
Ap4b1	2907
Pebp1	1768
Ift57	2862
Fkbp1a	3857
Inha	1475
Fam207a	2679
Guca2b	870
5730522E02Rik	5949
Olfr281	4546
Slc16a8	2276
Chpf	3856
Foxj3	10973
Nlrp4f	3870
Mycbp2	19364
Sox10	3051
Asic4	2727
Ogfod1	5846
Trim33	9805
4933427E13Rik	2075
Nfatc1	7469
Polr2f	2595
Gmppa	2395
Cdo1	1644
Klra9	1279
Klrc3	736
1700088E04Rik	5292
Cip2a	5688
Afap1l1	3680
Calhm2	4361
Gm7879	774
Micall1	8341
Dhrs7c	1877
Eif3l	3639
1700028P14Rik	875
Npat	6248
Ankrd54	4270
Pygb	4809
Lmo7	11951
Resp18	1032
Cntnap3	6386
Pfkm	3340
Gas7	11688
Entpd6	4775
Senp1	11873
Vsx1	3791
Clec1a	5180
Tbc1d4	7676
Triobp	12302
Apmap	2428
Nol12	4321
Cdc14b	9179
Lss	10787
Slc7a6os	4220
Rnf125	1677
3830406C13Rik	4621
Slc35d2	3298
Hsd17b3	1391
Atg9a	5762
Ybey	5701
Gga1	3765
Slc22a15	14239
Phldb2	7577
Podxl2	5749
Cst10	835
Abhd10	3710
Cnppd1	5635
Atp1a1	4568
Dis3	7754
Card10	4952
Mgll	5077
Tmprss7	2837
Kbtbd12	9381
Tmed7	8839
Mzt1	2563
BC016579	2142
Tie1	4917
Lpcat2	3388
Myh2	7137
Tpsg1	1389
Mamdc2	3458
S100b	1484
Ttc28	12315
Slc9c1	4057
AA467197	1203
Slitrk5	5263
Eefsec	2801
Gm9758	1284
Rac2	3103
Ttf2	7672
Wnt6	2192
Scaf11	10340
Trim45	6000
Arid2	10737
Hsf4	1753
Szt2	11947
Gm5134	3128
Shf	2305
Ttll4	11527
Duox1	5267
Slc35a4	3275
Stk36	6437
Ptprm	8828
Rpgrip1l	14688
Wdr3	5218
Kctd17	2541
Noc4l	2596
Ptprf	9148
Lpp	22046
Mif	745
Dpyd	8884
Fbxl8	2103
Galnt9	3006
Gstt2	4156
Fem1c	5726
Ctdp1	3910
Kdm4a	5782
Tnxb	13488
Dnm2	5330
Plppr5	4893
Magea4	948
Chst2	7328
Map2k4	4664
Rtp4	2131
Pus7l	3291
Prrg3	6087
Usp37	11081
Ipo13	4207
Trim69	1888
Fntb	3987
Palmd	7273
Atp6v0b	2051
Trappc8	12045
Rtp1	3120
Frrs1	7260
Arhgap44	5819
Clasp2	15378
Spg11	8042
Agl	14023
Nudt15	3579
Syce1l	1164
Ctdspl2	9251
Gucd1	8206
Cacul1	6772
Snap91	9126
Antxr1	9537
Eri3	3007
Upb1	6792
Mcee	956
Terf2ip	4958
Gtpbp6	2825
Armcx2	4532
Trmt13	6134
Specc1l	13265
Lpar6	5400
Tagap	3080
Adamts15	10363
Zbtb1	12190
Fan1	6070
Armcx1	3227
Crlf2	1495
Cysltr2	2872
Tomm6	1131
Fam160b1	5951
Catsper2	3695
Fndc3a	9944
Cryzl2	2534
Prss35	3444
Strc	6229
Larp4b	8464
Crygs	875
Cdc14a	12456
Asprv1	1547
Otud7a	3619
Idi2	2253
Ppip5k1	12486
Ttc7b	7320
Acsm1	2181
Casp4	3710
Idua	4204
Arhgef5	9977
Gtf2a2	4047
Angptl1	2841
Znrf1	7018
Dph5	8027
Fam20b	8770
Rbfox2	8140
Adgrb3	18559
Apol6	4498
Myo6	12078
Tmem35a	1918
Fa2h	3008
Igf2bp2	7402
Ndn	3694
Reep4	2377
Myo5c	9697
Spata2l	3591
Lgi3	3899
Rfwd3	6937
Caskin1	7566
Pank1	8267
Cplx1	2189
Map3k13	8714
Pcgf3	9544
Pdpr	5028
Pik3c3	4466
Hacd3	2709
AW554918	7013
Clec18a	3650
Nat8f2	3301
Piwil2	5287
Vps8	8279
Ddx19b	6742
Zfp7	5816
Cep350	16520
Gabrb3	6542
Qsox1	8291
Ucp2	6989
1300017J02Rik	4508
Arhgap39	7367
Acbd6	6453
Fcsk	6255
Stard9	22053
Smyd5	5849
Lrrc24	2202
Ccar2	4658
Foxn3	11501
