gene_name	day_7_rightvsday_7_left_log2FoldChange	day_7_rightvsday_7_left_padj	day_7_rightvsday_7_naive_log2FoldChange	day_7_rightvsday_7_naive_padj	ID
Mxra8	2.31331816964466	8.5518533046609e-47	2.26280554318571	5.18147484167308e-70	ENSMUSG00000029070
Dvl1	0.159961784874124	0.423953167982733	-0.0157601511039397	0.935776905965686	ENSMUSG00000029071
Tas1r3	-0.0242986900220682	0.984026498613655	-0.34723203698294	0.220864834492651	ENSMUSG00000029072
Cptp	0.00744490733420874	0.988966700495971	-0.0183987007111805	0.951199179700508	ENSMUSG00000029073
Ttll10	0.141426530935048	NA	0.156596776706105	NA	ENSMUSG00000029074
Tnfrsf4	0.0119603597700581	0.967987584766716	-0.409563073254134	0.378337485446379	ENSMUSG00000029075
Sdf4	0.153886260163507	0.243104342963033	0.291367154061507	0.000414056968322539	ENSMUSG00000029076
Bst1	-0.171141582595393	0.687430736010004	-0.0114682942547185	0.976960376190832	ENSMUSG00000029082
Cd38	-0.104491587362796	0.700854622125712	0.0147175151009138	0.949765787739203	ENSMUSG00000029084
Prom1	-0.363276355956092	0.149281434708221	-0.289785214994799	0.13593606291586	ENSMUSG00000029086
Kcnip4	-0.143206934498726	0.845173509670302	-0.299806532656734	0.453822055473653	ENSMUSG00000029088
5730480H06Rik	0.20254534091783	0.567978158832156	0.0340811749620427	0.899028082123713	ENSMUSG00000029089
Adgra3	1.28173925312897	9.64265959758107e-07	1.21635428386136	3.36699809979791e-09	ENSMUSG00000029090
D5Ertd615e	0.0115680554530437	0.977302813264553	-0.2910280397285	0.446035536959406	ENSMUSG00000029092
Sorcs2	1.76760766100789	6.3253331490428e-08	1.61594981048382	1.46684566132021e-09	ENSMUSG00000029093
Afap1	0.620408986677262	0.00549385395859059	0.755683276174263	3.85163487067277e-06	ENSMUSG00000029094
Ablim2	0.0564782700067565	0.890765955087331	-0.689079112518311	0.0115143799027679	ENSMUSG00000029095
Htra3	1.61482240081124	5.57735956754955e-10	1.62997565600758	2.23940217198904e-15	ENSMUSG00000029096
Trmt44	0.157711460750022	0.60988490152768	0.0287042614551434	0.906666025778709	ENSMUSG00000029097
Acox3	-0.0345076975291114	0.869440942990372	-0.0509862304149488	0.69359552746561	ENSMUSG00000029098
Rgs12	-0.58418481124796	0.000662759664045127	-0.293473860094893	0.0494732937000858	ENSMUSG00000029101
Hgfac	0.176648169712095	NA	-0.0418694179917772	NA	ENSMUSG00000029102
Lrpap1	0.279525979394775	0.144044167715538	0.350723878128093	0.00786906541045072	ENSMUSG00000029103
Htt	-0.0873850371198489	0.619259378452711	-0.0683037585623536	0.577802624645597	ENSMUSG00000029104
Add1	-0.0957154303314634	0.558010310960885	-0.0203620046960848	0.881204575875852	ENSMUSG00000029106
Pcdh7	0.105361958581942	0.742323746435542	0.120178389395216	0.558548755602203	ENSMUSG00000029108
Rnf4	0.143839250539541	0.351607664474674	0.186098791001158	0.0702080758932151	ENSMUSG00000029110
Nelfa	0.108004911611545	0.558869715820259	0.0797088811563704	0.545732000211279	ENSMUSG00000029111
Nkx1-1	0	NA	0	NA	ENSMUSG00000029112
Man2b2	0.348474214594693	0.021177254350415	0.486214544477824	4.55217227211417e-06	ENSMUSG00000029119
Ppp2r2c	0.453291961362188	0.338984133191302	0.078136654859649	0.82574737972913	ENSMUSG00000029120
Crmp1	0.381058550408466	NA	0.67983816062136	0.11074072376997	ENSMUSG00000029121
Evc	0.713292452038122	0.015608229233226	0.774599316291197	0.000392524562368396	ENSMUSG00000029122
Stk32b	0.01476940945388	0.988839179269642	0.0162076838674842	0.970229486265145	ENSMUSG00000029123
Stx18	0.00516322267686816	0.992880758371539	0.0971878540486492	0.625578941763295	ENSMUSG00000029125
Nsg1	1.0390614059796	0.0112105398432463	1.22978112054244	7.15791236696272e-05	ENSMUSG00000029126
Zbtb49	0.0638358771558424	0.876665361695505	-0.165669322842609	0.501726279366571	ENSMUSG00000029127
Rab28	0.186830616728807	0.416135956439775	0.27341452528221	0.0646236954394807	ENSMUSG00000029128
Rnf32	0.216759880542585	0.738826245151729	-0.0422129137803152	0.984982701176497	ENSMUSG00000029130
Dnajb6	-0.0952341621918883	0.714276423693468	-0.0361900571624094	0.856156903803217	ENSMUSG00000029131
Plb1	-0.140477023123687	0.7845209346376	0.421173857369105	0.345307263151602	ENSMUSG00000029134
Fosl2	0.605342636975183	0.00556611598293441	0.804100952100386	3.85287347051847e-07	ENSMUSG00000029135
Rbks	-0.430503529448122	0.133825000727248	-0.260271871498295	0.265963590885076	ENSMUSG00000029136
4930548H24Rik	-0.17162082588359	NA	-0.0777415693387656	NA	ENSMUSG00000029138
Slc4a1ap	0.0223611030135875	0.949539259867873	0.198330189569847	0.197465713805127	ENSMUSG00000029141
Eif2b4	0.157292217845434	0.461609319173025	0.109584419746477	0.482680966423722	ENSMUSG00000029145
Snx17	0.212844976940352	0.486797571415226	0.243130754836033	0.231328428825454	ENSMUSG00000029146
Ppm1g	-0.212024137458526	0.22699840720898	-0.114199579677179	0.416429097607867	ENSMUSG00000029147
Nrbp1	0.315901900508607	0.0289240829221691	0.3288384046509	0.00212634246878708	ENSMUSG00000029148
Krtcap3	-0.0202148380721441	0.973438641697248	0.223929508532283	0.537759770893214	ENSMUSG00000029149
Slc30a3	0.0490193182634269	NA	0.0207972768890072	NA	ENSMUSG00000029151
Ociad1	0.178144122233185	0.29987651069405	0.180301529702226	0.133709981712413	ENSMUSG00000029152
Ociad2	1.63720069031226	1.03097640696293e-08	1.24610364018949	1.11780173510751e-07	ENSMUSG00000029153
Cwh43	0.0178137853542456	NA	-0.00617325246029206	NA	ENSMUSG00000029154
Spata18	0.854359458543128	NA	0.987399001521024	NA	ENSMUSG00000029155
Sgcb	1.08010814295606	8.65226141686319e-08	0.967221028697135	1.15152898450225e-09	ENSMUSG00000029156
Yipf7	-0.295468499667292	0.605948119641715	-0.556075602961858	0.126142829634266	ENSMUSG00000029158
Cgref1	0.837519584064256	0.00110506875516619	1.2024266173328	1.02483617865569e-10	ENSMUSG00000029161
Khk	-0.472057058395138	0.0230528818075634	-0.459584741085927	0.00443315245771752	ENSMUSG00000029162
Emilin1	0.920348369296099	0.000181370759355361	0.983720240804313	1.46716621424374e-07	ENSMUSG00000029163
Agbl5	-0.0275191739596565	0.960740667780958	0.0259462308024675	0.94803424749858	ENSMUSG00000029165
Mapre3	0.231962133128633	0.607558346227697	0.324750761512303	0.247018666170813	ENSMUSG00000029166
Ppargc1a	-0.041149296767132	0.989884887072762	-0.245061743464222	0.619781113320495	ENSMUSG00000029167
Dpysl5	-0.128192128751656	0.844598099253087	0.215999133346002	0.766819847149643	ENSMUSG00000029168
Dhx15	-0.0486153953825821	0.781446390089719	0.0279141674964464	0.825462977643442	ENSMUSG00000029169
Pgm2	0.310415083737925	0.116287321491914	0.408459411948816	0.00263029319229651	ENSMUSG00000029171
Sepsecs	0.0687859224591723	0.841971588308275	-0.00942828475096984	0.973300326740462	ENSMUSG00000029173
Tbc1d1	0.240530665651115	0.0966822271094734	0.235618445801753	0.0268925347464068	ENSMUSG00000029174
Slc35f6	0.217987978288402	0.602032812744564	0.182663451143133	0.536888280251576	ENSMUSG00000029175
Anapc4	0.466222654274816	0.00145143512615524	0.41645975953187	0.000242742250183456	ENSMUSG00000029176
Cenpa	-0.313339862936106	0.151667198199694	-0.210911053863676	0.21704965985744	ENSMUSG00000029177
Klf3	0.0288677448702029	0.927278880530296	-0.0608705332173073	0.751822206266532	ENSMUSG00000029178
Zcchc4	0.116510631029167	0.706303645111987	-0.00839917031775997	0.977373620756437	ENSMUSG00000029179
Fam166c	0	NA	-0.0199942171266351	NA	ENSMUSG00000029182
Olfr109	-0.386809702252973	0.435911708766794	-0.674091547414337	0.0415099275911536	ENSMUSG00000029184
Fam114a1	1.57124189785775	6.29325101253328e-19	1.74303564401995	2.01079919907389e-36	ENSMUSG00000029185
Pi4k2b	0.332945137934696	0.0158681013617848	0.303352243713957	0.00402605960276248	ENSMUSG00000029186
Slc34a2	NA	NA	NA	NA	ENSMUSG00000029188
Sel1l3	0.141727263822601	0.738117838655434	-0.312573428514232	0.27781592619764	ENSMUSG00000029189
D5Ertd579e	0.0139142525309854	0.950021756188105	-0.0796485485816568	0.497676052554596	ENSMUSG00000029190
Rfc1	-0.211405021232982	0.156714656125594	-0.0917455823051051	0.464590131566258	ENSMUSG00000029191
Tbc1d14	-0.0401526511660528	0.900685749320562	-0.132163260504496	0.417613486127322	ENSMUSG00000029192
Cckar	0.249670632648106	NA	0.27540482276523	NA	ENSMUSG00000029193
Klb	-0.742358689024709	0.0628133730398283	-0.515234470070479	0.114446923394267	ENSMUSG00000029195
Tada2b	-0.083970676309546	0.740286905644415	-0.0891340358642899	0.595095609144598	ENSMUSG00000029196
Grpel1	-0.0422120105988272	0.862660203610768	-0.00203265906689087	0.992821642030625	ENSMUSG00000029198
Lias	0.0412893480808217	0.891622536508256	0.0841612686911721	0.630681504537992	ENSMUSG00000029199
Ugdh	0.809203361622743	0.00351019361000463	0.829230571749242	9.52600265314452e-05	ENSMUSG00000029201
Pds5a	-0.104891672208418	0.394093076989172	-0.0999326281200897	0.249225800878705	ENSMUSG00000029202
Ube2k	0.0281653988971095	0.920659207667983	0.200132255308986	0.10921662824607	ENSMUSG00000029203
Rhoh	-0.414461738487384	0.082143960064886	-0.261234601300078	0.177175410788593	ENSMUSG00000029204
Chrna9	-0.0180764376644284	NA	-0.130678541829345	NA	ENSMUSG00000029205
Nsun7	-0.371681363941165	0.451579006054118	-0.148098134153797	0.68543798133872	ENSMUSG00000029206
Apbb2	0.173396111065504	0.605330259725064	0.220417879509201	0.302185535630871	ENSMUSG00000029207
Guf1	0.0392188790810279	0.888201425094343	-0.0291933024290474	0.873923818854578	ENSMUSG00000029208
Gnpda2	0.086679351718235	0.833685921614654	0.288058794960263	0.182756903518483	ENSMUSG00000029209
Gabra4	0.0328779775436076	NA	0.435392673157737	NA	ENSMUSG00000029211
Gabrb1	-0.080062287198924	0.93633589185749	-0.82689203157786	0.0679147163700933	ENSMUSG00000029212
Commd8	-0.0154656157231421	0.964241806354371	0.00619616516489387	0.977471846556436	ENSMUSG00000029213
Tec	-0.125701424027497	0.590481445804651	-0.115029781025785	0.472021478713123	ENSMUSG00000029217
Slc10a4	0.0359885952461119	NA	-0.0140473292150548	NA	ENSMUSG00000029219
Slc30a9	-0.224652409941557	0.309127397829079	-0.170291239338857	0.298638999922267	ENSMUSG00000029221
Uchl1	0.0919015092632554	0.851830593849868	0.310123789006025	0.194938726909673	ENSMUSG00000029223
Fip1l1	0.0217774822850057	0.937811586354855	-0.0624874745176095	0.708234053613845	ENSMUSG00000029227
Lnx1	1.36403543214494	3.81544132509997e-08	1.18947057235561	8.84327520446034e-10	ENSMUSG00000029228
Chic2	0.398658820612488	0.0556266109057141	0.411062901917201	0.00710638098529689	ENSMUSG00000029229
Pdgfra	1.17481096714198	2.19087345337046e-07	1.19173545199336	1.39600940129621e-11	ENSMUSG00000029231
Srd5a3	0.00575190811552359	0.990385016770856	0.0688356518293404	0.691456081626303	ENSMUSG00000029233
Tmem165	0.547763923378221	0.000881397370296484	0.608083126662061	8.48090561390822e-07	ENSMUSG00000029234
Pdcl2	0	NA	-0.0217516966582065	NA	ENSMUSG00000029235
Nmu	0.0346942340423205	NA	0.0178592817649608	NA	ENSMUSG00000029236
Clock	0.558062225526785	0.00322735032458991	0.422262574413545	0.00524280252135099	ENSMUSG00000029238
Epha5	-0.0424431105593721	0.976367371577439	-0.271329757988267	0.348296347995417	ENSMUSG00000029245
Ppat	-0.262687383909753	0.0516270858447643	-0.113091175653324	0.339114779556248	ENSMUSG00000029246
Paics	0.0503454474011522	0.779437174088534	0.180050844553598	0.0528951885806296	ENSMUSG00000029247
Thegl	0.222824900363398	NA	0.177558704032925	NA	ENSMUSG00000029248
Rest	0.301252948518116	0.0197384512566442	0.396652447082541	1.57239305820582e-05	ENSMUSG00000029249
Polr2b	0.0503947322098508	0.840717565726221	0.0836562883428062	0.566305805309352	ENSMUSG00000029250
Cenpc1	-0.0970728586975506	0.577260173469778	-0.0885816997752294	0.458655100786526	ENSMUSG00000029253
Stap1	-0.79982196977857	3.52870259243359e-05	-0.37276916203282	0.0305080652796871	ENSMUSG00000029254
Gnrhr	0.267123958017208	NA	0.0104274742960759	NA	ENSMUSG00000029255
Ugt2b34	NA	NA	NA	NA	ENSMUSG00000029260
Pigg	0.128457172647823	0.636715806831398	0.0120504560602258	0.954475667328235	ENSMUSG00000029263
Dr1	-0.100544907561162	0.649422680346721	-0.0429489370599591	0.800842946498834	ENSMUSG00000029265
Mtf2	-0.459877211984313	0.00165410196183106	-0.324838725659604	0.0065798122072691	ENSMUSG00000029267
Ugt2a2	NA	NA	NA	NA	ENSMUSG00000029268
Sult1b1	0	NA	0	NA	ENSMUSG00000029269
Dipk1a	-0.057225818566256	0.830304091262148	-0.0479309560696846	0.791601674657404	ENSMUSG00000029270
Sult1e1	-0.192418651571294	NA	-0.146786356363752	NA	ENSMUSG00000029272
Sult1d1	NA	NA	NA	NA	ENSMUSG00000029273
Gfi1	-0.45810746403022	0.0696639521749902	-0.391607433642299	0.0507384455701864	ENSMUSG00000029275
Glmn	0.0867671465073418	0.831438930350209	0.194753469905356	0.418283819130338	ENSMUSG00000029276
Brdt	1.08781697469742	0.00507442791817831	0.521026139695908	0.145988222444199	ENSMUSG00000029279
Smr3a	NA	NA	NA	NA	ENSMUSG00000029280
Smr2	NA	NA	NA	NA	ENSMUSG00000029281
Amtn	0.0355777047952571	NA	0.039811136933068	NA	ENSMUSG00000029282
Cdc7	-0.367664902270737	0.118455510254434	-0.330931912768728	0.0602635745812338	ENSMUSG00000029283
Enam	0	NA	-0.0228712491132037	NA	ENSMUSG00000029286
Tgfbr3	0.574352470836433	0.00358659987425725	0.387697331104918	0.0159113207329958	ENSMUSG00000029287
Ambn	-0.0689326237652339	NA	-0.0205258162773605	NA	ENSMUSG00000029288
Zfp326	0.15138396712679	0.568834932919338	0.101069274310882	0.611102747926501	ENSMUSG00000029290
Rufy3	0.184073589176689	0.423945097853772	0.241348365033611	0.114440967519895	ENSMUSG00000029291
Gbp9	-0.103178556659823	0.854740453932226	-0.169830938277948	0.708269360592597	ENSMUSG00000029298
Abcg3	-0.462116500876209	0.0418690488292568	-0.376348326698995	0.0373467978351315	ENSMUSG00000029299
Spp1	0.0330711132160642	0.955968521538954	0.355725278320521	0.0670852184712865	ENSMUSG00000029304
Ibsp	0.293663111641127	0.230812938675265	0.665432887868498	6.01503201235588e-06	ENSMUSG00000029306
Dmp1	-0.775656654988346	0.00694798138707508	-0.302117126680959	0.260934576167492	ENSMUSG00000029307
Sparcl1	0.742418759924164	0.108482456746229	0.71206791341609	0.0486412109594322	ENSMUSG00000029309
Nudt9	0.409452093165413	0.0419707960713399	0.291782382860318	0.068151789616077	ENSMUSG00000029310
Hsd17b11	0.00831658759966207	0.988839179269642	0.209003375899123	0.213460524404285	ENSMUSG00000029311
Klhl8	0.373434783604797	0.24433248366017	0.405535581281644	0.0732621743274289	ENSMUSG00000029312
Aff1	-0.152741215627467	0.21621451750113	-0.182995068761091	0.0313028907416057	ENSMUSG00000029313
Gpat3	-0.450808854559822	0.0898094230993205	-0.312261755512985	0.148984036856101	ENSMUSG00000029314
Coq2	-0.0395577472982602	0.903605504977998	-0.122808074139824	0.473469646538458	ENSMUSG00000029319
1700016H13Rik	0.0173131545642563	NA	0.0215297024153778	NA	ENSMUSG00000029320
Slc10a6	0.378869989013279	0.529743819376772	0.661626926082372	0.0978527152139738	ENSMUSG00000029321
Plac8	-0.352288809944693	0.424603375850126	-0.298050137687985	0.410735998678142	ENSMUSG00000029322
Enoph1	0.0150502013929511	0.977240526181099	0.173447128640943	0.39221180286321	ENSMUSG00000029326
Hnrnpdl	-0.116204989756478	0.508505810531558	-0.0134682612829209	0.927057864712832	ENSMUSG00000029328
Cds1	0.00459980222144341	0.988720964990454	-0.114533713406899	0.752027750816355	ENSMUSG00000029330
4930522N08Rik	0	NA	-0.00821117563425044	NA	ENSMUSG00000029331
Prkg2	0.348692920307844	0.357117652360029	0.531875515952724	0.0322054797265711	ENSMUSG00000029334
Bmp3	-0.494040902738281	0.0343371697316733	-0.347397357303627	0.0673131986280436	ENSMUSG00000029335
Fgf5	-0.182328495775679	NA	-0.146985544677853	NA	ENSMUSG00000029337
Antxr2	0.189645350783979	0.382153927739646	0.295529463748404	0.0328743171098961	ENSMUSG00000029338
Crybb1	-0.22777345662221	NA	-0.0425728458087669	0.96069593933014	ENSMUSG00000029343
Tpst2	0.0223444784082402	0.938536567039953	0.109464369680599	0.449700212376888	ENSMUSG00000029344
Tfip11	0.0387338679563889	0.849447970290465	0.0337710697330627	0.797202996377315	ENSMUSG00000029345
Srrd	-0.218048013219459	0.63148912608985	-0.0103044170093689	0.977471846556436	ENSMUSG00000029346
Asphd2	0.84975004476612	0.12215790004911	1.00774296540908	0.00830817448431977	ENSMUSG00000029348
Crybb3	0.127191441120838	NA	0.450787630777822	0.318451411705147	ENSMUSG00000029352
Tesc	-0.607318830095704	0.00805185541821298	-0.428121119324736	0.0272748834639703	ENSMUSG00000029359
Gm9754	0.229621382679301	0.677012444595092	0.127277083015634	0.836777964543891	ENSMUSG00000029360
Nos1	-0.154913828204438	0.88117721963672	-0.66150081799985	0.111526799264937	ENSMUSG00000029361
Rfc5	-0.267180564126379	0.420699154659882	-0.297379267935685	0.196834488736949	ENSMUSG00000029363
Wsb2	0.621559935098796	0.000224375245075619	0.517433427170196	9.10903422955069e-05	ENSMUSG00000029364
Dck	-0.347184318545327	0.118455510254434	-0.266966596100047	0.118937979875056	ENSMUSG00000029366
Alb	0.0528780562136279	NA	-0.210575248848158	NA	ENSMUSG00000029368
Afm	0.020119296810076	NA	0.00902033529133804	NA	ENSMUSG00000029369
Rassf6	-0.394989673965426	NA	-0.663297963503363	0.0971777972866769	ENSMUSG00000029370
Cxcl5	-0.0120437315183611	0.895793826539389	-0.165055326118484	0.608553522619996	ENSMUSG00000029371
Ppbp	-0.571275990794373	0.00218159880440822	-0.54364939053601	0.000143395664762686	ENSMUSG00000029372
Pf4	-0.344478448901163	0.23885594323157	-0.37177292848088	0.0770635044558338	ENSMUSG00000029373
Cxcl15	-0.262774974350951	NA	-0.310619238273227	NA	ENSMUSG00000029375
Mthfd2l	0.588958718512509	0.0461585723599761	0.288432614441163	0.260006522977871	ENSMUSG00000029376
Ereg	0.509942522926152	0.0350918328966922	0.568161171929502	0.141352368546408	ENSMUSG00000029377
Areg	0.419145516508366	NA	0.482596579308874	0.193973829315238	ENSMUSG00000029378
Cxcl3	0.0837243931914079	0.4978697749263	0.139678548038158	0.757698553160245	ENSMUSG00000029379
Cxcl1	0.101822699115163	NA	0.0639993599991681	NA	ENSMUSG00000029380
Shroom3	-0.614780311676594	0.079501380800175	-0.475999872299561	0.0907133928127895	ENSMUSG00000029381
2010109A12Rik	0.372622020485738	0.474149472017412	-0.123300667208917	0.874558147744402	ENSMUSG00000029384
Ccng2	0.0639990572384292	0.864547329599522	0.138663885677031	0.515220609597206	ENSMUSG00000029385
Gtf2h3	0.078710108051621	0.819273230564614	0.0956783346224818	0.673221514866043	ENSMUSG00000029387
Eif2b1	0.0768179073665461	0.831065460376752	0.247123045427866	0.206511873650333	ENSMUSG00000029388
Ddx55	-0.158845003362718	0.636815924733506	-0.111183626358533	0.638389230332887	ENSMUSG00000029389
Tmed2	0.334060301859229	0.0332989405816812	0.534077228310014	5.86687776454792e-07	ENSMUSG00000029390
Rilpl1	0.00536894252212199	0.986153082846669	0.00449894535115449	0.998117619617832	ENSMUSG00000029392
Cdk2ap1	0.258783965634586	0.132499204315516	0.277396044825815	0.0239544862123338	ENSMUSG00000029394
Rchy1	0.0311358458517153	0.904953647781715	0.113634723725619	0.383931467535022	ENSMUSG00000029397
Rilpl2	0.24535947084532	0.246302549303053	0.455418297827592	0.000622126758220525	ENSMUSG00000029401
Snrnp35	-0.0728969630044446	0.891622536508256	0.0111935712262476	0.979253807553431	ENSMUSG00000029402
Cdkl2	0.699553994589141	0.0880112408903345	0.355350373178045	0.302158310986844	ENSMUSG00000029403
Arl6ip4	0.169988937405763	0.504763669413217	0.303086720988301	0.0529012285999493	ENSMUSG00000029404
G3bp2	0.0661036328674188	0.733121541669765	0.181029601686729	0.0841532442621955	ENSMUSG00000029405
Pitpnm2	-0.260355069126505	0.310070640640435	-0.0509698197320602	0.824719777436025	ENSMUSG00000029406
Uso1	0.55703825516273	6.741851611416e-06	0.57189800476438	1.61091505605649e-09	ENSMUSG00000029407
Abcb9	-0.292026202488036	0.256377201741453	-0.164176381493405	0.422877947820208	ENSMUSG00000029408
U90926	0	NA	0	NA	ENSMUSG00000029409
Ppef2	-0.0633154104046264	0.980226009674458	-0.395148576624338	0.321901903113771	ENSMUSG00000029410
Naaa	0.0535548554002484	0.862742932181045	0.27342866745455	0.0601065443673958	ENSMUSG00000029413
Kntc1	-0.172373484159831	0.621651204649949	-0.279286982254821	0.191008304402833	ENSMUSG00000029414
Sdad1	0.0939201772690421	0.776936570078175	0.0349011701457086	0.881802022247058	ENSMUSG00000029415
Slc15a4	-0.448590433204109	0.12626766065418	-0.471322485911901	0.0290503235085668	ENSMUSG00000029416
Cxcl9	0.0349193514716411	0.969665570325056	-0.277868806053046	0.641081735373182	ENSMUSG00000029417
Ajm1	0.272284511813851	0.64038801954816	0.283028871154301	0.545393218805382	ENSMUSG00000029419
Rimbp2	-0.519349778458648	0.258736739222149	-0.745978807428904	0.0225921965554768	ENSMUSG00000029420
Rsrc2	-0.150493505154842	0.572794834310778	-0.138651762889534	0.446430988919056	ENSMUSG00000029422
Piwil1	0.0622710608197845	NA	-0.391005357412055	NA	ENSMUSG00000029423
Scarb2	0.412042876149149	0.00366419645824847	0.418694444439073	8.80972282956062e-05	ENSMUSG00000029426
Zcchc8	-0.201063196408059	0.329392464663106	0.0581348111739195	0.753106582226836	ENSMUSG00000029427
Stx2	-0.0623604373161832	0.839339894832702	-0.153822622060491	0.355274029306995	ENSMUSG00000029428
Ran	0.0391802620160289	0.927294374024669	0.00662214451838795	0.983407493191443	ENSMUSG00000029430
B3gnt4	0.0759981894243203	NA	0.351127206387548	NA	ENSMUSG00000029431
Nipsnap2	0.153113704715143	0.719189176650376	0.0778741857311641	0.81431825188071	ENSMUSG00000029432
Diablo	0.0531867096923092	0.824126222425469	0.0281058643435176	0.870992968370756	ENSMUSG00000029433
Vps33a	0.21710356902475	0.252640898593712	0.106988635363664	0.483202682332476	ENSMUSG00000029434
Mmp17	0.361577349996612	0.34778232981869	0.108579951376563	0.757043340340865	ENSMUSG00000029436
Il31	NA	NA	NA	NA	ENSMUSG00000029437
Bcl7a	-0.348490588520036	0.207393136201091	-0.235260856710359	0.269953477456522	ENSMUSG00000029438
Sfswap	-0.130104717102478	0.496620328227999	-0.0912199725093306	0.513684175139351	ENSMUSG00000029439
Psmd9	0.176585238340794	0.448057592235346	0.161374673084343	0.325515002517241	ENSMUSG00000029440
Wdr66	0.181104610173612	0.652511086218605	-0.0836562720055358	0.798037392881366	ENSMUSG00000029442
Hpd	-0.166339193053032	NA	-0.465669285071567	NA	ENSMUSG00000029445
Psph	-0.181758196939554	0.601845594983054	0.0640671921761721	0.834897935840547	ENSMUSG00000029446
Cct6a	0.101458735627118	0.639549724736925	0.0764233716829265	0.607073375261809	ENSMUSG00000029447
Rhof	0.0331730877349568	0.942095715567411	0.111946501171159	0.681201334273126	ENSMUSG00000029449
Pramel27	NA	NA	NA	NA	ENSMUSG00000029451
Tmem116	-0.663053889734009	0.142329673658789	-1.09827728243382	0.00152252625652973	ENSMUSG00000029452
Mapkapk5	-0.0798875725593306	0.76534718419435	-0.0854023495255214	0.62669060678518	ENSMUSG00000029454
Aldh2	-0.296579026109884	0.115079281214169	-0.1140840922279	0.4876555770731	ENSMUSG00000029455
Acad10	-0.211003381131502	0.669351651117274	-0.206047769011565	0.522856539110785	ENSMUSG00000029456
Brap	-0.0737738873844987	0.720585684233675	-0.0811496242796756	0.550221828843154	ENSMUSG00000029458
Fam168a	0.454840346515965	0.00369973394049557	0.399120193822341	0.00105420524404471	ENSMUSG00000029461
Vps29	0.33618052833036	0.186516566815413	0.338589887751983	0.0638469496980459	ENSMUSG00000029462
Fam216a	0.181554865848707	0.602619559053695	0.366733769324916	0.0774454011785518	ENSMUSG00000029463
Gpn3	-0.0866955921452935	0.813874243896373	0.0113150868317922	0.968269756794531	ENSMUSG00000029464
Arpc3	-0.129677849678933	0.603415391763338	0.101330893736128	0.575254052016537	ENSMUSG00000029465
Anapc7	0.00217514447787467	0.995358859215276	-0.0194851714653281	0.929646126561418	ENSMUSG00000029466
Atp2a2	0.465276823252701	0.00249489455111335	0.297090415498616	0.0194126383687503	ENSMUSG00000029467
P2rx7	-0.0586490556512206	0.866171473000634	0.155109835983694	0.446788456848506	ENSMUSG00000029468
Ift81	0.898965507383284	0.00230348797588863	0.922533505396139	5.60638997230791e-05	ENSMUSG00000029469
P2rx4	0.212158793976171	0.448428966515566	0.316696098746055	0.0750396670588329	ENSMUSG00000029470
Camkk2	0.0549062469548296	0.816364158460737	-0.0205787452307529	0.90689459823172	ENSMUSG00000029471
Anapc5	0.134510400880987	0.342438318326267	0.118229842427712	0.242988172162255	ENSMUSG00000029472
Rnf34	-0.0846753280880101	0.853425465590869	0.124882109205895	0.699667119096593	ENSMUSG00000029474
Kdm2b	0.0227946007170576	0.947345355702188	0.0868979131487418	0.630194982471359	ENSMUSG00000029475
Morn3	0.205473217432947	NA	0.167230344008474	0.793940841834865	ENSMUSG00000029477
Ncor2	0.515280181293161	0.00592739785398389	0.33211214760804	0.0315283737667511	ENSMUSG00000029478
Dhx37	-0.0239635197217912	0.955108333533146	-0.128357738697369	0.545923373220435	ENSMUSG00000029480
Aacs	-0.213347144273757	0.403974611714838	-0.539891726654886	0.00031070007916559	ENSMUSG00000029482
Anxa3	-0.316325094123863	0.151714034132309	-0.165478014953454	0.362102499492041	ENSMUSG00000029484
Mrpl1	0.0632546301237804	0.77867145975408	-0.122268662986838	0.36985894702896	ENSMUSG00000029486
Mfsd7a	0.209264786659329	0.605456668842819	0.0682643458049659	0.846248194182106	ENSMUSG00000029490
Pde6b	-0.223272118491687	0.717550430551384	-0.581125175780213	0.117832446774735	ENSMUSG00000029491
Pxmp2	-0.384317044080749	0.395678169549916	-0.329344067144042	0.325515002517241	ENSMUSG00000029499
Pgam5	0.0699132311552067	0.77635523458936	0.115931277561566	0.437650515180227	ENSMUSG00000029500
Ankle2	-0.200711560610227	0.302367144185365	0.0337218415448926	0.85629751455736	ENSMUSG00000029501
Golga3	0.388066718400917	0.00227085205145544	0.555505830018039	1.2544621789166e-09	ENSMUSG00000029502
P2rx2	-0.369845772724256	0.495376860193863	-0.104597892562037	0.793781552123283	ENSMUSG00000029503
Ddx51	-0.0211908899925492	0.969990755105136	0.0207843693063696	0.961081248304366	ENSMUSG00000029504
Ep400	-0.0952478044807886	0.655311632326749	-0.173542767091976	0.170480580157024	ENSMUSG00000029505
Pus1	0.102691869310566	0.748017120643515	0.0975057361918372	0.642673847080439	ENSMUSG00000029507
Gpc2	0.140747770137274	0.829432885513738	0.353230756242045	0.393157875103695	ENSMUSG00000029510
Ulk1	0.121809864507283	0.571211111371694	-0.0123827862562654	0.949906780302678	ENSMUSG00000029512
Prkab1	-0.169994547509932	0.326390842785743	-0.069716894926596	0.622677519937565	ENSMUSG00000029513
Cit	-0.544674136224459	0.00193279762219745	-0.564378866120594	2.38395524849707e-05	ENSMUSG00000029516
Ankrd7	0.114553162542484	NA	-0.142576714887106	NA	ENSMUSG00000029517
