gene_name	Day42vsDay0_log2FoldChange	Day42vsDay0_padj	ID
Gucy1a1	-0.211071914473912	0.528026500438354	ENSMUSG00000033910
Chmp2a	-0.265083541974356	0.172130491690988	ENSMUSG00000033916
Gde1	0.0127141114647899	0.973257625466094	ENSMUSG00000033917
Parl	-0.233390133974552	0.301308297824535	ENSMUSG00000033918
Rbm34	-0.354314987496333	0.119483356714409	ENSMUSG00000033931
Vhl	0.14173115111918	0.718985563035533	ENSMUSG00000033933
Ndufb7	-0.368818132451982	0.0887744200362477	ENSMUSG00000033938
Brk1	-0.136582192469175	0.57628896192496	ENSMUSG00000033940
Mga	0.295342834782344	0.00796302197767279	ENSMUSG00000033943
Zswim5	0.287803745643307	0.493009222845133	ENSMUSG00000033948
Trim36	0.000174551748820866	0.999906721695864	ENSMUSG00000033949
Aspm	-0.728526277806565	3.52908821615647e-06	ENSMUSG00000033952
Ppp3r1	-0.0275985697247166	0.922926623216812	ENSMUSG00000033953
Tnks1bp1	0.465112453456998	0.00940057690154163	ENSMUSG00000033955
Jcad	0.411594127809794	0.0390587781870439	ENSMUSG00000033960
Zfp446	0.17750086434469	0.65028686028654	ENSMUSG00000033961
Fancd2os	-0.00215161052240049	NA	ENSMUSG00000033963
Zbtb41	0.439343810588381	0.0310219195619038	ENSMUSG00000033964
Slc16a2	1.05361486703821	0.000254535741631812	ENSMUSG00000033965
Cdkl4	-0.408966206237637	NA	ENSMUSG00000033966
Rnf225	-0.811139448562239	0.0674777141431726	ENSMUSG00000033967
Rfc3	-0.46075290446002	0.0432869905760333	ENSMUSG00000033970
Zfp944	-0.125024991101693	0.685705870222079	ENSMUSG00000033972
Gria2	-0.207508903397953	0.638259770048018	ENSMUSG00000033981
Coil	-0.0173669201231239	0.968597387009649	ENSMUSG00000033983
Tesk2	-0.427539297608373	0.0599882835080548	ENSMUSG00000033985
Dnah17	0.679439633778521	0.00867008713237232	ENSMUSG00000033987
Ttc37	0.494536304096397	0.0029248945756214	ENSMUSG00000033991
Kcnk1	0.872451590672385	0.00713010649446778	ENSMUSG00000033998
Neu4	0.0422233628944947	NA	ENSMUSG00000034000
Slc66a2	-0.330035182690098	0.198791746763196	ENSMUSG00000034006
Scaper	-0.00873861805544673	0.98162005543741	ENSMUSG00000034007
Rxfp1	0.179907168070959	0.785366130995354	ENSMUSG00000034009
Pds5b	0.00382524375409946	0.988191271090358	ENSMUSG00000034021
Cpsf1	-0.218427516593458	0.178070426800749	ENSMUSG00000034022
Fancd2	-0.434822776238815	0.132902855811884	ENSMUSG00000034023
Cct2	-0.187385777560408	0.332236973160561	ENSMUSG00000034024
Cd226	-0.984076815200085	7.56232833271291e-07	ENSMUSG00000034028
Ccdc182	NA	NA	ENSMUSG00000034031
Rpap1	-0.134390279679117	0.756643688033815	ENSMUSG00000034032
Ccdc17	0.0744581437789478	0.908799221026593	ENSMUSG00000034035
Fgd5	0.414512376927365	0.0940381035184154	ENSMUSG00000034037
Prss29	0.0529321564759948	NA	ENSMUSG00000034039
Galnt17	-0.205259487251245	0.706550214114949	ENSMUSG00000034040
Lyl1	-0.695386747300257	0.0024391648903414	ENSMUSG00000034041
Gpbp1l1	-0.00101025662355939	0.996992863989452	ENSMUSG00000034042
Phka1	0.594346641839537	0.00751257616203244	ENSMUSG00000034055
Myrfl	0.0266436712800473	NA	ENSMUSG00000034057
Ypel4	-0.679593483502591	0.00212381623063423	ENSMUSG00000034059
4930590J08Rik	-0.0299039140723027	NA	ENSMUSG00000034063
Poglut1	0.189046287196938	0.400962442330217	ENSMUSG00000034064
Farp2	0.742018308069236	4.89254964578875e-09	ENSMUSG00000034066
Zfp551	0.225360910586324	0.635229213419778	ENSMUSG00000034071
Zdhhc5	0.0405781498583352	0.861217658812421	ENSMUSG00000034075
Ccdc174	-0.141538333835612	0.531340949012391	ENSMUSG00000034083
Nlrp4b	-0.00697607797508124	NA	ENSMUSG00000034087
Hdlbp	0.315711624355208	0.0509097901850817	ENSMUSG00000034088
Fstl5	-0.114482850415199	NA	ENSMUSG00000034098
Ctnnd1	0.611665413157598	0.000716820975190421	ENSMUSG00000034101
Meak7	-0.10919391633066	0.803354318690869	ENSMUSG00000034105
Ano7	0.315952900446183	NA	ENSMUSG00000034107
Ccs	0.147581368940013	0.635867605028535	ENSMUSG00000034108
Golim4	0.00203087297435651	0.995556242044285	ENSMUSG00000034109
Kctd7	-0.75665316094178	0.00439399417985936	ENSMUSG00000034110
Tmed8	0.165321774731649	0.400347213181675	ENSMUSG00000034111
Atp2c2	-0.0429710400428685	NA	ENSMUSG00000034112
Scn11a	0.49630240125799	NA	ENSMUSG00000034115
Vav1	-0.374417969321468	0.0155196364852238	ENSMUSG00000034116
Ptgdr2	0.179087988801886	NA	ENSMUSG00000034117
Tpst1	0.790782881885768	3.99239287387744e-06	ENSMUSG00000034118
Srsf2	-0.207692454070357	0.203429487728455	ENSMUSG00000034120
Mks1	0.596854002291238	0.113531870297561	ENSMUSG00000034121
Nlrp4d	NA	NA	ENSMUSG00000034122
Pomt2	0.352386814740613	0.196420859696147	ENSMUSG00000034126
Tspan8	-0.993119705135419	0.0012563467287057	ENSMUSG00000034127
Sik3	0.204823370285531	0.145417692214684	ENSMUSG00000034135
Serpini2	-0.069318354558648	NA	ENSMUSG00000034139
Tmem63c	-0.127814437464392	NA	ENSMUSG00000034145
Zbbx	-0.0400728355770089	NA	ENSMUSG00000034151
Exoc3	-0.0868372932930941	0.792235894372244	ENSMUSG00000034152
Ino80	0.0114346627544446	0.96321599900072	ENSMUSG00000034154
Tspoap1	-0.499958863693823	0.0840624157950321	ENSMUSG00000034156
Cipc	0.454602643523658	0.0199895388094792	ENSMUSG00000034157
Lrrc58	0.491581377316611	0.000254535741631812	ENSMUSG00000034158
Mab21l4	NA	NA	ENSMUSG00000034159
Ogt	0.0492273571257238	0.826451650273114	ENSMUSG00000034160
Scx	1.10864170642047	0.00253418989200455	ENSMUSG00000034161
Zfc3h1	0.137750341776454	0.40182075791339	ENSMUSG00000034163
Emid1	0.305869975262673	0.449362995623816	ENSMUSG00000034164
Ccnd3	-0.29162652884702	0.300280490827912	ENSMUSG00000034165
Irf2bpl	0.694175938298111	0.00180936158576172	ENSMUSG00000034168
Faah	0.349623305043114	0.440356837673147	ENSMUSG00000034171
Zbed5	0.12518350329619	0.844735797937243	ENSMUSG00000034173
Rhbdd3	-0.396686000516634	0.266990002207103	ENSMUSG00000034175
Rnf43	-1.04089701504992	0.0121221691701379	ENSMUSG00000034177
6430628N08Rik	NA	NA	ENSMUSG00000034185
Nsf	-0.0507041915522179	0.797382906663179	ENSMUSG00000034187
Hsdl1	-0.50532147772987	0.0512446914836774	ENSMUSG00000034189
Chmp7	0.082425313148639	0.75361742818682	ENSMUSG00000034190
Lsm3	-0.402699781446398	0.182406228660787	ENSMUSG00000034192
R3hcc1	0.0496102349217334	0.888700471965161	ENSMUSG00000034194
Gas2l1	-0.114807847234697	0.704446316402486	ENSMUSG00000034201
Chchd4	-0.119457095490723	0.732454468131572	ENSMUSG00000034203
Loxl2	1.01357763264226	7.79026680739282e-05	ENSMUSG00000034205
Polq	-0.634981179560952	0.00459156193755122	ENSMUSG00000034206
Rasl10a	0.13049951875564	0.836521382768077	ENSMUSG00000034209
Efcab14	0.00899392074487916	0.974638378694432	ENSMUSG00000034210
Mrps17	0.122970477163437	0.654911895641483	ENSMUSG00000034211
Ankmy1	0.505229731324507	NA	ENSMUSG00000034212
Vps18	0.013598070259402	0.965965355432353	ENSMUSG00000034216
Atm	-0.118745103390255	0.658739171822864	ENSMUSG00000034218
Septin14	0.31599568560089	NA	ENSMUSG00000034219
Gpc1	0.523927021772048	1.79160225872908e-05	ENSMUSG00000034220
Slc38a8	-0.0293817022111502	NA	ENSMUSG00000034224
Rhov	-0.26917678109762	NA	ENSMUSG00000034226
Foxj1	-0.0990376309452634	NA	ENSMUSG00000034227
Usp54	0.25420618192461	0.314201181143973	ENSMUSG00000034235
Gm884	0.00336063719467625	NA	ENSMUSG00000034239
Golgb1	0.252192647493893	0.0954479105962934	ENSMUSG00000034243
Hdac11	0.394491410465186	0.319579265350276	ENSMUSG00000034245
Plekhm1	-0.0172048320885552	0.952032057509711	ENSMUSG00000034247
Slc25a37	-0.740822852430921	0.00669580914275695	ENSMUSG00000034248
Senp6	0.0857588338535351	0.660944934734574	ENSMUSG00000034252
Agpat1	0.0396878704552769	0.899023668323691	ENSMUSG00000034254
Arhgap27	-0.0886132383397212	0.80932362676922	ENSMUSG00000034255
Flvcr2	0.868728447632537	0.0196604041165048	ENSMUSG00000034258
Exosc4	0.0767240941122703	0.840911100976359	ENSMUSG00000034259
Ints14	-0.132341414351806	0.637132214925974	ENSMUSG00000034263
Zdhhc14	0.0892430115396738	0.804138380327518	ENSMUSG00000034265
Batf	-0.332955800496694	0.383609920021656	ENSMUSG00000034266
Setd5	0.111507237504238	0.430540891157737	ENSMUSG00000034269
Jdp2	0.144649593783989	0.481691524965455	ENSMUSG00000034271
Thoc5	-0.210613569471207	0.293112372218945	ENSMUSG00000034274
Igsf9b	0.678034682539335	0.0873460168863877	ENSMUSG00000034275
Dnajc17	-0.189173345944558	0.568467896570361	ENSMUSG00000034278
Evpl	-0.0251539231046968	0.962378945777033	ENSMUSG00000034282
Nipsnap1	0.076124283105965	0.919767278742262	ENSMUSG00000034285
Nek9	0.0951199770878162	0.663276260294814	ENSMUSG00000034290
Traf3ip1	0.170830905036306	0.495456457564735	ENSMUSG00000034292
Fhod3	0.750940174020871	0.00095511986072798	ENSMUSG00000034295
Med13	0.263382280164411	0.150246598270836	ENSMUSG00000034297
Fam53c	0.107289857819857	0.634303741091155	ENSMUSG00000034300
Ccdc15	-0.343288410639546	0.0629657322192704	ENSMUSG00000034303
Sdr42e1	-0.188285074030428	0.72848752718143	ENSMUSG00000034308
Tmem132d	-0.535580211794982	0.303499315586672	ENSMUSG00000034310
Kif4	-0.76838192946932	3.95094848139292e-05	ENSMUSG00000034311
Iqsec1	0.296809943152694	0.166110972899051	ENSMUSG00000034312
Trim59	-0.805971559866495	0.00197861020006454	ENSMUSG00000034317
Slc26a2	0.246344985997771	0.244628175916283	ENSMUSG00000034320
Exosc1	-0.195376456105021	0.51352920561017	ENSMUSG00000034321
Tmem132c	0.046435135768695	NA	ENSMUSG00000034324
Kctd9	-0.192548832101411	0.37870866044806	ENSMUSG00000034327
Brip1	-0.462809940788732	0.0712455515743931	ENSMUSG00000034329
Plcg2	-0.322329623009678	0.055502571257735	ENSMUSG00000034330
Zbed4	-0.257865288852788	0.345074158181557	ENSMUSG00000034333
Fam151b	0.244640116807156	0.617639498587846	ENSMUSG00000034334
Ina	-0.107422064293373	NA	ENSMUSG00000034336
Cstdc7	NA	NA	ENSMUSG00000034339
Wbp2	-0.155825060906064	0.610567773535453	ENSMUSG00000034341
Cbl	-0.15865762770709	0.416088137972076	ENSMUSG00000034342
Ube2f	-0.187764078284514	0.467031397314652	ENSMUSG00000034343
Gtf2h5	-0.285805543257046	0.162546528664859	ENSMUSG00000034345
Smc4	-0.564434053096527	0.00644593522806556	ENSMUSG00000034349
Ramp1	-0.354260203480811	0.143332077236327	ENSMUSG00000034353
Mtmr3	-0.362426421466461	0.0310284821406695	ENSMUSG00000034354
Skint2	0.0769092403495478	NA	ENSMUSG00000034359
Cpne2	-0.470895206377441	0.0345181514250852	ENSMUSG00000034361
Csta1	0.247904414470214	NA	ENSMUSG00000034362
Tkfc	0.0396340147676154	0.911632243227609	ENSMUSG00000034371
Tulp4	0.538859214100604	0.0002169456051003	ENSMUSG00000034377
Wdr5b	-0.083234002288889	0.823441366725437	ENSMUSG00000034379
AI661453	0.228175888291013	0.672388598846624	ENSMUSG00000034382
Barhl2	-0.288309245167739	NA	ENSMUSG00000034384
Ssu2	-0.00972232167535193	NA	ENSMUSG00000034387
Cmip	-0.0662362350225199	0.80932362676922	ENSMUSG00000034390
Fbxo15	-0.0774175836294785	NA	ENSMUSG00000034391
Lif	1.09028913756237	0.000385078880454929	ENSMUSG00000034394
Spata6	0.201411349173038	0.610496710510619	ENSMUSG00000034401
Kcnh5	-0.124391383176878	NA	ENSMUSG00000034402
Pja1	0.292714026118754	0.132706043718343	ENSMUSG00000034403
Tbc1d10a	0.559786609330154	0.0202312480600544	ENSMUSG00000034412
Neurl1b	0.0716799361226766	0.83669478790177	ENSMUSG00000034413
Pkd1l2	0.351966983101948	NA	ENSMUSG00000034416
Parp14	-0.0584102697219824	0.879434816492499	ENSMUSG00000034422
Gcsh	0.167034910315893	0.673632839509954	ENSMUSG00000034424
Myo15b	-0.200434039625022	0.769870216051856	ENSMUSG00000034427
Zfp707	-0.256368239775078	0.455848240828665	ENSMUSG00000034429
Zxdc	0.129535052419965	0.721169805130462	ENSMUSG00000034430
Cops8	-0.00965902420461114	0.982483419067089	ENSMUSG00000034432
Tmem30b	0.884453489656231	0.00951241192048086	ENSMUSG00000034435
Gm9761	0.777993993473344	0.110538162490409	ENSMUSG00000034437
Gbp8	-0.223485223076101	0.530485359939707	ENSMUSG00000034438
Trmt5	-0.213740089354098	0.478690757589586	ENSMUSG00000034442
Cyb561a3	-0.00260665376915914	0.995556242044285	ENSMUSG00000034445
Dhrs11	-0.707265750518185	0.00342115596990946	ENSMUSG00000034449
Gulo	-0.069318354558648	NA	ENSMUSG00000034450
Slc24a1	-0.273506914361734	0.645929500813257	ENSMUSG00000034452
Polr3b	-0.371829650421354	0.0376082159418847	ENSMUSG00000034453
Uroc1	-0.350258677424195	NA	ENSMUSG00000034456
Eda2r	1.30352281035691	0.00114731683618246	ENSMUSG00000034457
Ifit1	-0.581311082067508	0.0224456595453907	ENSMUSG00000034459
Six4	0.797075744547672	0.00448274412806315	ENSMUSG00000034460
Pkd2	0.957603690562873	3.53915004279743e-07	ENSMUSG00000034462
Scara3	0.520774512400081	0.0380958655586078	ENSMUSG00000034463
Dynlrb2	NA	NA	ENSMUSG00000034467
Caskin2	0.813656755715471	5.98236399589619e-07	ENSMUSG00000034471
Rasd2	-0.271173051326261	0.583649034437346	ENSMUSG00000034472
Sec22a	0.209169555008515	0.551821313596345	ENSMUSG00000034473
Diaph2	-0.164268793713678	0.41896642108299	ENSMUSG00000034480
Ly6g5c	0.0476637213679086	NA	ENSMUSG00000034482
Snx2	-0.0506501045163317	0.838779389253843	ENSMUSG00000034484
Uaca	1.00291448539183	5.98236399589619e-07	ENSMUSG00000034485
Gbx2	-0.329948734339595	NA	ENSMUSG00000034486
Poglut3	0.738946120349677	0.000727997221584035	ENSMUSG00000034487
Edil3	1.24144527907506	1.13691486142222e-06	ENSMUSG00000034488
4930556J24Rik	-0.205063478327712	NA	ENSMUSG00000034493
Pcnx4	0.544962369266883	0.0744231167155828	ENSMUSG00000034501
Mad2l1bp	-0.354678091863317	0.262119030498033	ENSMUSG00000034509
Hmgxb4	-0.157771021514485	0.527690120130209	ENSMUSG00000034518
Gjc1	0.431805538228605	0.273492617816491	ENSMUSG00000034520
Zfp395	0.326894040386837	0.213597181558467	ENSMUSG00000034522
Ice1	0.0845877940096032	0.671532057586521	ENSMUSG00000034525
Hsd17b13	0.184921060118718	NA	ENSMUSG00000034528
Fbxo16	0.416997280022537	NA	ENSMUSG00000034532
Scn10a	-0.119106597529384	NA	ENSMUSG00000034533
Zfp418	-0.122872709901207	0.785927763674589	ENSMUSG00000034538
Morc2a	0.169086371950536	0.48968620201112	ENSMUSG00000034543
Rsrc1	0.188175879741243	0.373804996278546	ENSMUSG00000034544
Hdx	0.333139661395449	0.583622396858523	ENSMUSG00000034551
Zswim2	-0.122055940621434	NA	ENSMUSG00000034552
Tex16	-0.0400728046174441	NA	ENSMUSG00000034555
Zfyve9	0.638969666227959	0.000516453845677039	ENSMUSG00000034557
Washc4	0.119428128760647	0.570623435511198	ENSMUSG00000034560
Ccpg1	0.0782640121006776	0.793227849555629	ENSMUSG00000034563
Atp5h	-0.27843885694814	0.245121173854627	ENSMUSG00000034566
Inpp5j	-0.427756363803425	0.271588520415075	ENSMUSG00000034570
Ptpn13	0.624633912342431	0.001933403009992	ENSMUSG00000034573
Daam1	-0.532177094865638	0.0172125110178033	ENSMUSG00000034574
Tent4a	0.151341060335761	0.471873312358427	ENSMUSG00000034575
Pla2g3	-0.161185332849434	NA	ENSMUSG00000034579
Olfr1347	-0.0705600835786221	NA	ENSMUSG00000034583
Exph5	0.485791231588409	0.290452203298589	ENSMUSG00000034584
Hid1	0.553276799841556	0.0392376960843397	ENSMUSG00000034586
8430429K09Rik	0.0358311664794569	0.945754997293889	ENSMUSG00000034587
Slc41a2	0.561281571082436	0.0688858799283845	ENSMUSG00000034591
Myo5a	0.0827375659610308	0.737414100225962	ENSMUSG00000034593
Ppp1r18	-0.0916321806667119	0.723219484020859	ENSMUSG00000034595
2700049A03Rik	-0.173344174546558	0.573428064745831	ENSMUSG00000034601
Mon2	0.184531597384806	0.276832964808752	ENSMUSG00000034602
Pof1b	0.563686166669466	NA	ENSMUSG00000034607
Tut4	0.176043347823267	0.349834700854889	ENSMUSG00000034610
Chst11	0.503844182361519	0.00975186046909306	ENSMUSG00000034612
Ppm1h	-0.160603405450727	0.473238049240907	ENSMUSG00000034613
Pik3ip1	0.141633622153113	0.68111208638677	ENSMUSG00000034614
Ssh3	0.509661478969731	0.103042271977315	ENSMUSG00000034616
Mtrr	-0.0497212356041065	0.92518946826281	ENSMUSG00000034617
Rxylt1	0.259959254874238	0.438545224867941	ENSMUSG00000034620
Gpatch8	-0.0261303565537074	0.937526924727847	ENSMUSG00000034621
Prss55	0.0912439853716892	NA	ENSMUSG00000034623
Ly6d	0.261789335289567	0.597744866882161	ENSMUSG00000034634
Zyg11b	0.137669723515229	0.457692839575463	ENSMUSG00000034636
Setmar	0.201239406320218	0.717998863181584	ENSMUSG00000034639
Tiparp	0.0774346064261648	0.763657985125711	ENSMUSG00000034640
Cd300ld	-0.361787134137612	0.0894207131700321	ENSMUSG00000034641
Zyg11a	0.316375044593885	NA	ENSMUSG00000034645
Ankrd12	-0.10611970699895	0.660944934734574	ENSMUSG00000034647
Lrrn1	-0.323994385916733	NA	ENSMUSG00000034648
Cd300a	-0.491149360057235	0.0122430833377725	ENSMUSG00000034652
Ythdc2	-0.0157315273381864	0.964548095861173	ENSMUSG00000034653
Cacna1a	1.00841739135257	0.00332082121168771	ENSMUSG00000034656
Tmem109	0.579102501771252	0.00937082806529865	ENSMUSG00000034659
Galp	-0.0400728355770089	NA	ENSMUSG00000034660
Bmp2k	-0.306880591736918	0.083787691597151	ENSMUSG00000034663
Itga2b	-0.835786958254401	1.38883863733201e-07	ENSMUSG00000034664
Xpot	0.0700061333568205	0.835663847556408	ENSMUSG00000034667
Pbx2	-0.187725035846487	0.511991772931411	ENSMUSG00000034673
Tdg	-0.270873773060569	0.209571505089834	ENSMUSG00000034674
Dbn1	0.901353427290728	0.00204358876528846	ENSMUSG00000034675
Gpr142	0.0476637213679086	NA	ENSMUSG00000034677
Rnps1	-0.0686853985984657	0.794415289013897	ENSMUSG00000034681
Ppp1r1c	-0.00481060803036232	NA	ENSMUSG00000034683
Sema3f	0.663208718467113	0.0184853892147226	ENSMUSG00000034684
Fam171a2	0.858922521928997	0.0358272280082134	ENSMUSG00000034685
Prr7	0.663748528369186	0.110663530968242	ENSMUSG00000034686
Fras1	1.81950505746083	6.33313146534267e-09	ENSMUSG00000034687
Spertl	-0.0400728355770089	NA	ENSMUSG00000034689
Nlrp4c	-0.0916737355772206	NA	ENSMUSG00000034690
Neurod1	-0.181567040661774	NA	ENSMUSG00000034701
Dnai2	0.171404372931327	NA	ENSMUSG00000034706
Gns	0.399048578285107	0.0103672491893158	ENSMUSG00000034707
Grn	0.143403901887518	0.541454679454855	ENSMUSG00000034708
Ppp1r21	-0.15171181919836	0.579253777660103	ENSMUSG00000034709
Ttyh2	0.380467887876954	0.153803612011614	ENSMUSG00000034714
Tmx4	-0.355905457562355	0.0862311495741676	ENSMUSG00000034723
Cnot6l	-0.166320033667685	0.401361665170806	ENSMUSG00000034724
Mrps10	-0.196658026434727	0.378577256117148	ENSMUSG00000034729
Adgrb1	0.692579675808012	0.16699324304009	ENSMUSG00000034730
Dgkh	0.108015774070909	0.638949108461769	ENSMUSG00000034731
Pabpc5	-0.0767400586146419	NA	ENSMUSG00000034732
Nostrin	-0.0499303512953099	0.941061054378136	ENSMUSG00000034738
Mfrp	0.174999455032586	0.780363702985743	ENSMUSG00000034739
Nagk	-0.146965921846087	0.616496977972525	ENSMUSG00000034744
Sirt6	-0.00786781277360926	0.986709560733786	ENSMUSG00000034748
Mast4	0.298339562456789	0.149026932927205	ENSMUSG00000034751
Pcdh11x	-0.358297315951131	NA	ENSMUSG00000034755
Tmub2	0.150782068503062	0.629977961032705	ENSMUSG00000034757
Tle6	-0.250190051698951	0.676142866066335	ENSMUSG00000034758
Map4k5	-0.127168689079753	0.525768820195619	ENSMUSG00000034761
Glis1	0.191366256326262	NA	ENSMUSG00000034762
1700006J14Rik	-0.132929207597626	0.842263731731697	ENSMUSG00000034764
Dusp5	0.217181108368173	0.622228735315935	ENSMUSG00000034765
Asb16	0.248382186986485	NA	ENSMUSG00000034768
Tle2	0.67514989734265	0.0159885532195675	ENSMUSG00000034771
Hrob	-0.660682658475755	0.0193163597184648	ENSMUSG00000034773
Dsg1c	0.103844949351171	NA	ENSMUSG00000034774
Vax2	-0.147463767525423	NA	ENSMUSG00000034777
B3galt1	0.425049847864553	0.458962493461679	ENSMUSG00000034780
Gna11	0.62306902546716	0.000542167924807961	ENSMUSG00000034781
Cd207	NA	NA	ENSMUSG00000034783
Dio1	NA	NA	ENSMUSG00000034785
Gpsm3	-0.38439067481716	0.113772144588776	ENSMUSG00000034786
Rab24	0.0331956990738483	0.912285992180512	ENSMUSG00000034789
Gna15	-0.554332533661978	0.0034140900333887	ENSMUSG00000034792
G6pc3	0.152413743963784	0.618565846410725	ENSMUSG00000034793
Ccdc122	0.656158843648831	0.0169241244604875	ENSMUSG00000034795
Cpne7	0.0424760046287981	NA	ENSMUSG00000034796
Unc13a	0.541073297529485	0.151027052988429	ENSMUSG00000034799
Zfp661	0.328600487262039	0.412970586449162	ENSMUSG00000034800
Sos2	-0.0382249281689173	0.880494690047014	ENSMUSG00000034801
Colgalt1	0.136876322842475	0.565846406543619	ENSMUSG00000034807
Scn7a	0.597233559838618	0.165741212150561	ENSMUSG00000034810
Grip1	-0.368515272743316	NA	ENSMUSG00000034813
Celf5	0.594105905591439	0.175532457468028	ENSMUSG00000034818
Cpsf7	0.0487370159909277	0.882091718891795	ENSMUSG00000034820
Nrip3	-0.466990520282353	0.258880432148997	ENSMUSG00000034825
Nup54	-0.298399722860387	0.231176284754997	ENSMUSG00000034826
Nxnl1	0.0131972128393357	NA	ENSMUSG00000034829
Tet3	-0.196493914581403	0.480912073885214	ENSMUSG00000034832
Tespa1	-0.177993561608654	0.640730792934743	ENSMUSG00000034833
Gnat1	-0.261682498032885	NA	ENSMUSG00000034837
Larp6	0.897563114293354	0.000204684873856606	ENSMUSG00000034839
Art3	-0.0254106301440113	0.973211403248443	ENSMUSG00000034842
Plvap	0.626183112707215	6.03819631566016e-05	ENSMUSG00000034845
Ttc21b	0.476993047900399	0.0206147407153655	ENSMUSG00000034848
Tmem127	0.0341206715349549	0.911632243227609	ENSMUSG00000034850
Acot11	0.344505679198727	0.277438325101492	ENSMUSG00000034853
Mfsd12	-0.166483136664304	0.493009222845133	ENSMUSG00000034854
Cxcl10	0.0341027675815367	0.968262158592669	ENSMUSG00000034855
Fam214a	0.514135722532986	0.07748541894545	ENSMUSG00000034858
Ano8	0.48410115460294	0.0209173666504359	ENSMUSG00000034863
Ankrd27	-0.102470661786301	0.724502128284969	ENSMUSG00000034867
Myl12b	-0.261688853946404	0.343916494065327	ENSMUSG00000034868
Fam151a	0.0472276312471843	NA	ENSMUSG00000034871
Gipc3	0.402852716356035	0.448718644138676	ENSMUSG00000034872
Nudt19	-0.438209280509422	0.0440409155737058	ENSMUSG00000034875
Mrpl34	-0.258006869158468	0.331406554798341	ENSMUSG00000034880
Tbxa2r	-0.291121532861275	0.527327101838544	ENSMUSG00000034881
Lrr1	-0.392039768129745	0.312610154221612	ENSMUSG00000034883
Cactin	-0.176698411453929	0.396778757301988	ENSMUSG00000034889
Sncb	-0.0693183545586481	NA	ENSMUSG00000034891
Rps29	-0.30117128117018	0.0873460168863877	ENSMUSG00000034892
Cog3	0.122432576591848	0.496643056953659	ENSMUSG00000034893
Filip1	0.929548316498369	0.00753723066741246	ENSMUSG00000034898
Pip5k1c	0.112900371848148	0.626416233147285	ENSMUSG00000034902
Cobll1	0.715192316996642	0.000145364208095712	ENSMUSG00000034903
Ncaph	-0.501370342020117	0.00383473087243753	ENSMUSG00000034906
Sidt2	0.279885886388493	0.246141951703057	ENSMUSG00000034908
Pygo1	0.654717597066969	0.000515135024722091	ENSMUSG00000034910
Ushbp1	0.672973332047899	0.00280319293866425	ENSMUSG00000034911
Mdga2	-0.756257923861019	0.00906294337023765	ENSMUSG00000034912
Cby2	-0.0693183545586481	NA	ENSMUSG00000034913
Tjp3	-0.318554348508231	0.353241862945138	ENSMUSG00000034917
Cdhr2	-0.0140571965919469	NA	ENSMUSG00000034918
Ttc22	NA	NA	ENSMUSG00000034919
Ly6g6f	-0.918059066157474	0.0089497459188114	ENSMUSG00000034923
Dhcr24	-0.709272980223526	0.000308115309221379	ENSMUSG00000034926
Rnf44	0.153795619135655	0.654911895641483	ENSMUSG00000034928
Rtkn	0.363288924744167	0.321543038714865	ENSMUSG00000034930
Dhx8	-0.0640993926062487	0.807878513690753	ENSMUSG00000034931
Mrpl54	-0.12165735197681	0.673179536982822	ENSMUSG00000034932
Arl4d	0.137272772203622	0.807512211396014	ENSMUSG00000034936
Synrg	0.00444714484057653	0.987190748678531	ENSMUSG00000034940
Tmem106a	-0.0170066008704936	0.96329111439923	ENSMUSG00000034947
Zfr2	0.0997056951837588	0.870421486869387	ENSMUSG00000034949
Cog7	-0.119197912995452	0.648761801367679	ENSMUSG00000034951
Cebpa	0.251701401651242	0.490211241777382	ENSMUSG00000034957
Atcay	-0.106991905576439	NA	ENSMUSG00000034958
Rubcnl	0.0508104140297557	0.915962610255051	ENSMUSG00000034959
Lbx2	0.374654537080419	NA	ENSMUSG00000034968
Dop1a	0.333170886303924	0.0114618804252067	ENSMUSG00000034973
Dapk3	0.225141084444477	0.458756179690848	ENSMUSG00000034974
Parm1	0.419375696691091	0.260769788936967	ENSMUSG00000034981
Hrh2	-0.426082639442116	0.081741470207873	ENSMUSG00000034987
Otoa	-0.640357634127709	0.183372455656835	ENSMUSG00000034990
Vat1	0.20369391767402	0.384365178545487	ENSMUSG00000034993
Eef2	-0.106488678576991	0.676493779562345	ENSMUSG00000034994
Htr2a	-0.177582921515009	0.719162572841842	ENSMUSG00000034997
Foxn2	-0.296692155017104	0.159734940672576	ENSMUSG00000034998
Dpp4	0.431985739807323	0.0930879162946073	ENSMUSG00000035000
Igsf6	-0.630273394576825	0.00550192028855606	ENSMUSG00000035004
Rundc1	0.243733970601623	0.359156044508638	ENSMUSG00000035007
Zbtb7a	-0.0285293304973195	0.941276754018689	ENSMUSG00000035011
Epgn	-0.187495940731308	NA	ENSMUSG00000035020
Baz1a	-0.623332414733638	0.00290560243577423	ENSMUSG00000035021
Ncapd3	-0.488786161431489	0.00613069814020381	ENSMUSG00000035024
Map2k2	-0.0413154606541473	0.883834357033292	ENSMUSG00000035027
C8a	-0.431833502950796	NA	ENSMUSG00000035031
Nek11	0.0921450569309531	0.887962123250677	ENSMUSG00000035032
Tbr1	-0.238510518365861	NA	ENSMUSG00000035033
Creb3l3	0.0984960533916568	NA	ENSMUSG00000035041
