gene_name	hp199avshpC_log2FoldChange	hp199avshpC_padj	hp199bvshpC_log2FoldChange	hp199bvshpC_padj	ID
ACACB	-0.0207250203762619	0.981042737396223	-0.208508223887119	1	ENSG00000076555
TRAF4	-0.0362728889657365	0.945357138291802	-0.0452373147305744	1	ENSG00000076604
PAG1	-0.20588630488125	0.673655789856846	-0.220006019555207	1	ENSG00000076641
GPATCH1	0.0653709601092677	0.922206610828016	-0.203687024041409	1	ENSG00000076650
ICAM3	0.195476224331442	NA	0.163969341078345	1	ENSG00000076662
NT5C2	0.0550804667654736	0.864827031351484	0.0697681229490442	1	ENSG00000076685
MCAM	-0.251090957305034	0.560698536786187	-0.115811717766559	1	ENSG00000076706
GPC4	0.0775082994516702	0.90872075293681	-0.00446701234843447	1	ENSG00000076716
MBNL3	-0.123196964772702	0.840952430367427	-0.0141601413347005	1	ENSG00000076770
CAMSAP3	-0.0103096851364758	NA	-0.011324433396618	1	ENSG00000076826
RAP1GAP	-0.0103301051627914	NA	0.0371408282211107	1	ENSG00000076864
XAB2	-0.180048080637906	0.43597816055336	0.0436537114461749	1	ENSG00000076924
ARHGEF1	-0.134013514880103	0.541963485480997	0.0718812100544728	1	ENSG00000076928
STXBP2	-0.00528222692097037	NA	0.149207139401505	1	ENSG00000076944
MAP2K7	-0.0551148844927409	0.940784520350409	-0.117959906260959	1	ENSG00000076984
NMRK2	0.0108556446008032	NA	0	1	ENSG00000077009
DGKD	0.308656194913084	0.44042418430913	-0.103900557090083	1	ENSG00000077044
CTTNBP2	0.255259418951918	0.554273107634185	-0.241837406479886	1	ENSG00000077063
ACTL6B	-0.0118439998458547	NA	-0.0100830685442683	1	ENSG00000077080
RARB	0.0836354999265417	0.860539945559784	0.0349268205841133	1	ENSG00000077092
TOP2B	0.0252547850953118	0.968758418866562	0.0732766704223194	1	ENSG00000077097
TM9SF3	0.0470235167489164	0.86487532315231	0.161708643756347	1	ENSG00000077147
NFKB2	-0.0919804051491665	0.790182055486192	0.0210325441257523	1	ENSG00000077150
UBE2T	0.029604195532914	NA	-0.0283984767242606	1	ENSG00000077152
PPP1R12B	-0.161592599088715	0.730948101507563	-0.207589653326955	1	ENSG00000077157
DNAJC10	-0.0459785785861685	0.885020345044556	0.130266120467892	1	ENSG00000077232
GTF3C1	0.0172132707359162	0.967632624639669	0.0131263727440514	1	ENSG00000077235
IL4R	0.116607021492013	0.730617485174557	0.126148885667539	1	ENSG00000077238
USP33	0.0116761783565206	0.981516401132469	-0.134830310396848	1	ENSG00000077254
PAK3	-0.169137609090412	NA	-0.134645132822911	1	ENSG00000077264
CAPN6	-0.146949278915278	NA	0.0489279749809138	1	ENSG00000077274
DCX	0.00994856803988309	NA	0.00391924625949817	1	ENSG00000077279
SNRPA	-0.310121250885543	0.26170352493202	-0.158509324693504	1	ENSG00000077312
SPAG6	-0.0726698563188482	NA	-0.0333720030644189	1	ENSG00000077327
EXOSC5	0.0515129778897135	0.945819317766206	0.063900516038784	1	ENSG00000077348
DYNC1I2	0.122834890474632	0.451396748934952	0.038786705003475	1	ENSG00000077380
APBB1IP	0.0380328977607713	0.958903297340173	-0.0754896812426615	1	ENSG00000077420
LRCH4	-0.312090649650555	0.172875694920503	-0.0629223747483172	1	ENSG00000077454
FAM76B	0.0841609031755975	0.895144563272244	-0.189033656077729	1	ENSG00000077458
SIRT6	-0.122149412441794	0.786325689614985	0.0514299806929431	1	ENSG00000077463
TYR	-0.0126033926633335	NA	-0.00604763907587386	1	ENSG00000077498
POLD3	-0.00189267537665462	0.997286259702689	-0.21045230739077	1	ENSG00000077514
ACTN2	-0.00548333700170419	NA	0.0401019947601678	1	ENSG00000077522
CAPZB	0.0246393521056522	0.937171276918383	-0.00416576550981872	1	ENSG00000077549
GPR137B	-0.00990188415117342	0.989333060269512	-0.0440935222179457	1	ENSG00000077585
NAALAD2	0.0332457040972634	NA	0.0675893789309541	1	ENSG00000077616
JADE1	-0.0460949799485031	0.933203494733473	-0.0127619073301067	1	ENSG00000077684
SLC25A43	0.0314957239836281	0.949754944053993	-0.0456264359048961	1	ENSG00000077713
UBE2A	0.0637704123203347	0.847315673570853	0.0010026354801115	1	ENSG00000077721
FGFR1	-0.125051287961184	0.687772453613738	-0.0285772947860903	1	ENSG00000077782
FKBP6	-0.127477009849782	NA	-0.0547290107022747	1	ENSG00000077800
SMC1B	0.0363305778731098	NA	-0.015937978188557	1	ENSG00000077935
FBLN1	-0.119740649197894	0.626738878306792	0.0696455887112022	1	ENSG00000077942
ITGA8	-0.0118184535338291	NA	-0.00936505109828462	1	ENSG00000077943
CST7	NA	NA	NA	NA	ENSG00000077984
MAP2	0.0154317700446342	NA	0.00026877436748351	1	ENSG00000078018
PIAS2	0.0430305041797994	0.938312668672086	-0.0266278246630705	1	ENSG00000078043
AMPH	-0.0873825361462879	0.905637827259362	-0.133566630931068	1	ENSG00000078053
ARAF	-0.108648103406911	0.705225355016507	0.0112604344624993	1	ENSG00000078061
MCCC1	0.0560762860082796	0.918486857568172	-0.0736355825846692	1	ENSG00000078070
LAMP3	-0.073886176965174	NA	-0.0160172386888113	1	ENSG00000078081
FAP	0.166472017495241	0.451396748934952	0.0910287016155579	1	ENSG00000078098
NEBL	0.00200995666595141	0.992570287574877	0.131114466129855	1	ENSG00000078114
ACER3	0.0725972615568391	0.896675580435104	0.0499889145084408	1	ENSG00000078124
UBE2K	0.177706353497412	0.292879774509002	0.114208054403732	1	ENSG00000078140
PIK3C3	0.0352238124567265	0.928835960112425	-0.0705889089593954	1	ENSG00000078142
N4BP2	0.0748428840079189	0.874835660919141	0.0878814434085768	1	ENSG00000078177
TIGAR	0.192104571493442	0.578202897243808	-0.0301383970992516	1	ENSG00000078237
TULP3	0.0377114570229797	0.938665142375888	0.026972978825996	1	ENSG00000078246
SYNJ2	-0.0991161976239776	0.692943490367911	0.0973747734494369	1	ENSG00000078269
ADCY2	-0.344518096618083	0.20801943342554	-0.189312722179377	1	ENSG00000078295
PPP2R5C	0.0759363819749544	0.778362270898304	0.0401037391552544	1	ENSG00000078304
PMS2P1	-0.00458357304461456	0.989333060269512	-0.191163514530935	1	ENSG00000078319
RBFOX1	0.0296784539233112	NA	0.0141501912644831	1	ENSG00000078328
GNB1	0.000384014188578941	0.999369680442003	0.0593651649421045	1	ENSG00000078369
HOXA9	0.0121886745361167	0.986471565904687	0.0221716638577693	1	ENSG00000078399
EDN1	0.00473050067537545	NA	0.0237677916445835	1	ENSG00000078401
MLLT10	0.00356934494573314	0.989473124608863	0.0631959313013746	1	ENSG00000078403
ZCWPW1	-0.012027516100272	0.989333060269512	-0.0614491463316274	1	ENSG00000078487
ADCYAP1R1	0.00224134653529038	NA	-0.00670913147505465	1	ENSG00000078549
FGF20	NA	NA	NA	NA	ENSG00000078579
P2RY10	0.0985841799388709	NA	0.115225392985799	1	ENSG00000078589
ITM2A	-0.0171560052948833	0.978716682855248	-0.0696757897502784	1	ENSG00000078596
NRDC	0.0300151248647212	0.943317567312541	-0.0322781662534734	1	ENSG00000078618
VDAC3	0.027111342200596	0.958010232967227	-0.166928800439015	1	ENSG00000078668
PCM1	0.117393388764058	0.730503402198624	-0.0523176309185886	1	ENSG00000078674
TNRC6C	0.0302878992667585	0.94749362316318	0.158157235200432	1	ENSG00000078687
CBFA2T2	0.0947247325707889	0.771954119316565	0.103838008233867	1	ENSG00000078699
BRINP1	-0.0128833963079584	0.979497463256509	0.104075289718897	1	ENSG00000078725
ITCH	0.165006438784392	0.378094521558815	0.178194448674877	1	ENSG00000078747
PKD2L2	-0.0347979676582864	NA	0.00297368434815201	1	ENSG00000078795
TP53INP2	0.0506331939673662	0.876159619409412	-0.029176458938568	1	ENSG00000078804
SDF4	-0.0245958220921631	0.939262573295019	-0.0297056675188997	1	ENSG00000078808
MYH7B	0.099795786982391	NA	-0.0652157864120012	1	ENSG00000078814
BPIFB2	NA	NA	NA	NA	ENSG00000078898
TP73	0.00899991148219317	NA	-0.0699134449523626	1	ENSG00000078900
TOLLIP	-0.177177689866553	0.476417624184399	0.0121063893758782	1	ENSG00000078902
UBE2D4	-0.155872280568734	0.732164764789842	-0.0136678416032476	1	ENSG00000078967
CLUL1	-0.0221934737750926	NA	-0.0733286138433496	1	ENSG00000079101
RUNX1T1	-0.29570383374175	0.417469838138607	-0.166687812742609	1	ENSG00000079102
CDH17	0.0234502257664512	NA	0.0241037550748984	1	ENSG00000079112
THOC1	0.21705896757127	0.409409152881987	-0.0232233191164372	1	ENSG00000079134
FKBP7	0.104753588681353	0.791384430190004	0.0604720775390086	1	ENSG00000079150
OSBPL6	0.232251315116369	0.605064240409938	0.107846315039262	1	ENSG00000079156
SLC1A3	-0.102077706429762	NA	0.13140932523697	1	ENSG00000079215
XRCC5	0.124794799220243	0.545922336245475	0.017906702939643	1	ENSG00000079246
LXN	0.112978847472823	0.764311583056427	-0.0431169268670294	1	ENSG00000079257
SP140	0.0881896338414485	NA	0.00520750498340828	1	ENSG00000079263
MKNK1	-0.115580713051738	0.755922422150404	0.0104083232174786	1	ENSG00000079277
TNS1	-0.0544326219252953	0.886230258281073	0.0865451242049044	1	ENSG00000079308
REXO1	-0.109849716343487	0.794542398218195	-0.0256939302215499	1	ENSG00000079313
SAR1A	0.015264761294337	0.969108171001708	0.0954308375343662	1	ENSG00000079332
CDC14A	-0.0937132319734613	0.89182479624712	-0.0720079922237064	1	ENSG00000079335
RAPGEF3	-0.187078575438817	0.635620964474947	-0.0698813058236513	1	ENSG00000079337
CEACAM1	0.0187141932372663	NA	-0.0672233014729429	1	ENSG00000079385
SENP1	-0.0870580042651933	0.845659383628779	0.0258271683152775	1	ENSG00000079387
DUSP13	-0.00616908873419023	NA	-0.00551639980477449	1	ENSG00000079393
CIC	-0.158563692395928	0.514088327112395	-0.0460170965451276	1	ENSG00000079432
LIPE	-0.138160262812582	NA	-0.0267250199005083	1	ENSG00000079435
FDFT1	0.0418037889059199	0.93910927164354	0.0466464831801742	1	ENSG00000079459
PAFAH1B3	-0.285268431322025	0.476065308852549	-0.071002830392544	1	ENSG00000079462
OPHN1	-0.101437009027322	0.819436274843975	-0.0299296282942641	1	ENSG00000079482
AFM	NA	NA	NA	NA	ENSG00000079557
KIF22	0.00623595243340285	0.992966985199596	-0.155130253264179	1	ENSG00000079616
SCGN	NA	NA	NA	NA	ENSG00000079689
CARMIL1	-0.0933544107257487	0.819599099361673	0.122015409929832	1	ENSG00000079691
PGM1	-0.0184210295850257	0.961939593714952	0.031576544422075	1	ENSG00000079739
DDX1	0.188245881916197	0.23792780383253	0.112913974528912	1	ENSG00000079785
DNM2	-0.12604972947956	0.626738878306792	0.0930925765061424	1	ENSG00000079805
EPB41L2	-0.0344715404498996	0.9292844314042	0.017104540008127	1	ENSG00000079819
RIMS1	0.0817671663737613	NA	-0.0221612045669818	1	ENSG00000079841
MOXD1	0.0921918091632924	0.771248833255195	-0.0768409886361193	1	ENSG00000079931
STX7	0.0874721458086685	0.739604541618461	-0.00577555075734191	1	ENSG00000079950
RABL2B	-0.0970464325593746	0.750871798994983	-0.0948662308378253	1	ENSG00000079974
KEAP1	-0.0854911427224396	0.795950886218226	-0.0888456722104436	1	ENSG00000079999
DDX43	-0.0518732309849841	NA	0.0157466462050521	1	ENSG00000080007
PTPRH	-0.119079881301455	NA	-0.106590116739624	1	ENSG00000080031
DCT	-0.0398597581719465	NA	-0.0932450231871741	1	ENSG00000080166
SLC35C2	-0.0863368561929002	0.778362270898304	-0.0396939048829274	1	ENSG00000080189
CRYBG3	0.0315389581857866	0.942899520400117	0.115007440983503	1	ENSG00000080200
EPHA6	0.00518073348913873	NA	0	1	ENSG00000080224
SCTR	0.00518073348913874	NA	0.00629863285140046	1	ENSG00000080293
RFX3	-0.292205961768601	0.476417624184399	0.0280379413501811	1	ENSG00000080298
RIF1	0.0202146553982635	0.966009189125775	0.10071966393659	1	ENSG00000080345
RAB21	0.148085414760776	0.487429311006852	0.0847612835225259	1	ENSG00000080371
SLC4A4	0.0910466207144068	NA	0.00122160789066472	1	ENSG00000080493
SMARCA2	-0.0371068310994173	0.927550677169436	0.0443021565632067	1	ENSG00000080503
RDH8	-0.023737850448934	NA	-0.00888554199164202	1	ENSG00000080511
SESN1	0.209837969167119	0.538603659589411	-0.0167432469059293	1	ENSG00000080546
MID2	0.0410004903308966	0.943590366395614	0.149926895061093	1	ENSG00000080561
DNAAF6	-0.032985434062321	NA	-0.0304120133611233	1	ENSG00000080572
COL5A3	0.131214348620648	0.67306568356114	0.407000313549146	0.10356901883288	ENSG00000080573
SRCAP	-0.248767141238963	0.420362736815926	0.0729357150018476	1	ENSG00000080603
PUM3	0.137952761912442	0.725783697759711	0.0130396246591133	1	ENSG00000080608
CPB2	-0.0102915681969586	NA	0.0209695519902802	1	ENSG00000080618
CHRNA3	0.0890540699345043	NA	0.0135829447441534	1	ENSG00000080644
KCNN2	-0.00223973953203054	NA	-0.00593617738127667	1	ENSG00000080709
CNOT4	0.0714047862769633	0.878213417004225	-0.0629020034349803	1	ENSG00000080802
PSEN1	0.0356898212523549	0.927872720963725	-0.0233276462002337	1	ENSG00000080815
CPOX	-0.031362523671014	0.96123499817783	-0.0286504168602419	1	ENSG00000080819
CLDND1	-0.0483039212853774	0.903999138382038	-0.0311494668341221	1	ENSG00000080822
MOK	-0.141379902023962	0.743957862040348	-0.118604350234628	1	ENSG00000080823
HSP90AA1	0.14771352589136	0.3599765820667	0.0657031904100023	1	ENSG00000080824
RBL1	0.117764040804847	0.840952430367427	-0.0638218574221684	1	ENSG00000080839
DLGAP4	-0.0185311330978751	0.964077747623613	-0.0914114481569771	1	ENSG00000080845
IGSF9B	-0.367564341298805	0.264851334548479	-0.230378336802971	1	ENSG00000080854
CFHR2	-0.0316074981550648	NA	0.013785268187557	1	ENSG00000080910
CROCCP3	-0.168214722393871	0.762134887674434	-0.0470549364694357	1	ENSG00000080947
NDC80	0.0908987134548367	NA	0.0292859189667284	1	ENSG00000080986
AP4E1	0.0532680899684466	0.911008587951729	0.292733966354449	1	ENSG00000081014
RSBN1	-0.304478129226678	0.406686211086249	-0.0365815694633813	1	ENSG00000081019
MAGI3	-0.180124780375141	0.699313981387709	-0.0432857785178828	1	ENSG00000081026
CXCL2	-0.0821895329760216	NA	-0.118361680187435	1	ENSG00000081041
AFP	0.0151866486840041	NA	-0.00616757670865836	1	ENSG00000081051
COL4A4	0.0304535444632706	NA	-0.00959204199238066	1	ENSG00000081052
TCF7	-0.0543787086428086	NA	0.0637910576567996	1	ENSG00000081059
OSTM1	0.362806746170857	0.0158877714129904	0.264217835898966	1	ENSG00000081087
CDH7	-0.105277592343075	NA	-0.0575900736455481	1	ENSG00000081138
IMPG2	-0.170431396090031	NA	-0.070990092139185	1	ENSG00000081148
PCNP	0.097665276736178	0.636198724881708	0.0721748023102644	1	ENSG00000081154
EXD2	0.0656470857055097	0.903999138382038	-0.0812501048633237	1	ENSG00000081177
ARG2	-0.0414584908745327	0.959857959488457	0.137197300709111	1	ENSG00000081181
MEF2C	0.186806463927328	0.588582249575544	0.461857785827269	0.139325734861981	ENSG00000081189
PTPRC	-0.0355182505631849	NA	-0.0349840698473333	1	ENSG00000081237
CACNA1S	-0.00616908873419022	NA	-0.0055163998047745	1	ENSG00000081248
PKP1	-0.0442718108087699	NA	0.0638619822757574	1	ENSG00000081277
UBA5	0.128513583310425	0.713666919795483	0.0431870393347119	1	ENSG00000081307
STK17B	-0.106973789809685	0.751726666590071	-0.00384577999863975	1	ENSG00000081320
CDC14B	0.164805617908988	0.626738878306792	0.132000346279972	1	ENSG00000081377
ZNF510	0.00440512251246444	0.995875541716561	0.0823799906810566	1	ENSG00000081386
LRP2	-0.0478022812918559	NA	-0.047788432749456	1	ENSG00000081479
ZNF506	0.119433512163807	0.823139499129856	-0.120616502830223	1	ENSG00000081665
JMJD4	-0.152889631781495	0.724955479947301	-0.0209659311237274	1	ENSG00000081692
DUSP12	-0.0157594443117248	0.97958788396317	0.10177674587609	1	ENSG00000081721
AACS	0.00048346546678063	0.999454767263724	0.0412593448437638	1	ENSG00000081760
DELE1	-0.107846305520088	0.73429302939199	-0.102201055694593	1	ENSG00000081791
SLC13A1	-0.000902821663530093	NA	-0.00693148064454177	1	ENSG00000081800
CADPS2	0.127810827226827	0.79185804039313	0.0716591426129766	1	ENSG00000081803
PCDHB4	-0.0104516194283402	0.989422835085373	-0.0750874866659741	1	ENSG00000081818
PCDHA6	-0.0867686517879745	NA	0.00750868515809077	1	ENSG00000081842
PCDHGA2	0.11653274235678	0.817053244182417	0.0788180615862737	1	ENSG00000081853
HSPB11	0.175953009948109	0.651620389101015	0.0398253895301707	1	ENSG00000081870
PHLPP1	0.0122225414730969	0.989422835085373	0.260896453258494	1	ENSG00000081913
ATP8B1	0.187359608542588	0.598384228273954	0.193549099121805	1	ENSG00000081923
IL12RB2	-0.129820687604436	NA	-0.158095875803878	1	ENSG00000081985
SMARCD3	0.0696001860807074	0.895144563272244	-0.0472942940603362	1	ENSG00000082014
WDR70	0.140772899533328	0.732164764789842	0.0507457037637735	1	ENSG00000082068
FYB1	-0.0464612965990346	0.962194928168709	0.0598182436059263	1	ENSG00000082074
MPP4	-0.0201581228618907	NA	-0.0383757427350102	1	ENSG00000082126
STRADB	0.254356648955569	0.322020259127039	0.185636114341685	1	ENSG00000082146
BZW1	0.213665009113667	0.131551543742612	0.190823029912101	1	ENSG00000082153
PGR	0.194173606971765	NA	0.0524676987624082	1	ENSG00000082175
C1QTNF3	0.0612901849073888	NA	-0.031219233829414	1	ENSG00000082196
ME2	0.0748010943718728	0.860588105879659	-0.0204515386638294	1	ENSG00000082212
C5orf22	0.0447488526941711	0.943909884301644	0.0656105020896299	1	ENSG00000082213
CCNT2	0.0624602639757163	0.870279433317191	0.0588009571737157	1	ENSG00000082258
FAM135A	-0.0780011497026092	0.908245532640473	0.129896979342278	1	ENSG00000082269
COL19A1	-0.0879859041168501	NA	-0.0103798849204966	1	ENSG00000082293
EPB41L3	-0.112119498505693	0.799510103803477	-0.24629476472438	1	ENSG00000082397
COBLL1	0.063420565443198	0.902409398977098	0.132313014135318	1	ENSG00000082438
DLG3	-0.178662084674462	0.630314803744454	-0.0585642467957158	1	ENSG00000082458
KCNK2	0.0213945172636484	0.969258635077698	-0.0796064246351087	1	ENSG00000082482
SERTAD4	-0.229917553148259	NA	-0.0579358720268829	1	ENSG00000082497
TRAF5	-0.109123068193395	0.829759088881387	-0.292222384027068	1	ENSG00000082512
MRPL22	0.340407689746131	0.219816947614278	0.0073558143569299	1	ENSG00000082515
GEMIN5	-0.120135695989209	0.764311583056427	-0.103830531415073	1	ENSG00000082516
OPRK1	0.00721162984857232	NA	0.0149778443638083	1	ENSG00000082556
NFE2L1	-0.119407851276481	0.62946858837291	0.0488697988145258	1	ENSG00000082641
SEMA5B	-0.0121394266543404	NA	0.0316613431424766	1	ENSG00000082684
GSK3B	0.229471968851574	0.61754847398626	0.234134634069564	1	ENSG00000082701
ITGB5	-0.0342220257012357	0.938223506306907	0.059060568874694	1	ENSG00000082781
ERC1	0.128690190451649	0.666275272536922	0.153580074192043	1	ENSG00000082805
XPO1	0.233721353615721	0.17632983448858	-0.0137860175884665	1	ENSG00000082898
LINC01587	-0.00605385968175165	NA	-0.00771947132494865	1	ENSG00000082929
RNF13	0.0261386618729107	0.958903297340173	-0.115020742538031	1	ENSG00000082996
TRPM3	-0.00997098294050755	NA	0.009859569387824	1	ENSG00000083067
PALB2	-0.123975027275649	0.800954769372863	-0.0585461462192093	1	ENSG00000083093
DOP1A	0.0417026148368818	0.948236080123872	0.151649302742797	1	ENSG00000083097
LYRM2	0.290081632387863	0.0688277067840356	0.26126046847985	1	ENSG00000083099
BCKDHB	-0.22557509640218	0.514088327112395	-0.150715557905822	1	ENSG00000083123
KAT6A	-0.0217641784891372	0.967632624639669	-0.0248606566029918	1	ENSG00000083168
TUT7	0.0773248963226511	0.826053488784307	0.0659783792497933	1	ENSG00000083223
ULK2	0.107217224241245	0.80722029691702	0.103046572783196	1	ENSG00000083290
GRHL2	-0.00754457509725464	NA	0.0116334635433227	1	ENSG00000083307
TNPO1	0.0691557720291153	0.863270007763605	0.172246305346069	1	ENSG00000083312
PLOD1	-0.0664693979659881	0.795333389041937	-0.0210636486096822	1	ENSG00000083444
P2RX5	-0.0118948809869457	NA	0.0791669306135391	1	ENSG00000083454
ITGAE	0.0520067919166318	0.932496005134716	-0.0245908425121952	1	ENSG00000083457
DIS3	0.123869601068563	0.613451739310552	0.108799318323452	1	ENSG00000083520
PIBF1	-0.0630179081499625	0.919489150506692	0.233492123045835	1	ENSG00000083535
TDRD3	0.184937399329906	0.625090047737261	0.000307953720861468	1	ENSG00000083544
AC000061.1	NA	NA	NA	NA	ENSG00000083622
NUFIP1	0.164493233095104	0.709884354284526	-0.0119786771932239	1	ENSG00000083635
PDS5B	0.00733259242160065	0.989422835085373	0.0464910287536158	1	ENSG00000083642
OXCT1	0.295344922446355	0.187828821253854	0.184701737615327	1	ENSG00000083720
RRAGB	-0.0809464065552553	0.901022928556744	-0.28665862177886	1	ENSG00000083750
EPYC	-0.119354887149714	0.821870531485118	-0.163293117126612	1	ENSG00000083782
CYLD	0.120603308632706	0.624826238048469	0.152163450281149	1	ENSG00000083799
SLC27A5	-0.306007256322457	NA	-0.206773772968473	1	ENSG00000083807
ZNF324	-0.0928202514901293	0.871283185720795	0.09176882983207	1	ENSG00000083812
ZNF671	0.134863844635878	NA	0.0480539746958981	1	ENSG00000083814
ZNF416	0.195643155807162	NA	0.0894731283605004	1	ENSG00000083817
ZNF586	-0.111924615446546	0.862138892344691	0.0589209623528933	1	ENSG00000083828
ZNF446	-0.234486057513935	0.534194822458762	-0.0327151377142481	1	ENSG00000083838
ZNF264	-0.0227236383443383	0.979511151617324	-0.00872628519464557	1	ENSG00000083844
RPS5	-0.0466417036224003	0.876618543715338	-0.00340694569872515	1	ENSG00000083845
FAT1	-0.120118961058562	0.480404013706642	-0.0592689784785839	1	ENSG00000083857
YTHDC1	0.077508221269185	0.818624200051197	-0.0568359128443196	1	ENSG00000083896
CHMP2B	0.119605591582959	0.684898585414333	0.0314920539142964	1	ENSG00000083937
SMAP2	0.190258056832804	0.630497146158714	0.118454224078764	1	ENSG00000084070
PPIE	0.228277587736457	0.285779361787223	0.132190417227058	1	ENSG00000084072
ZMPSTE24	0.169400870700544	0.37790064245757	0.137022197307706	1	ENSG00000084073
STARD7	-0.0341118378558498	0.940173772044885	0.0365199675927282	1	ENSG00000084090
NOA1	-0.185259329077852	0.560837502353101	0.022504870203831	1	ENSG00000084092
REST	0.0959229541374157	0.842065946883382	0.0781312899673631	1	ENSG00000084093
HAL	0.13231183511106	NA	0.0786583568651927	1	ENSG00000084110
SSH1	-0.0603653647516827	0.896189265921011	-0.00466831686392686	1	ENSG00000084112
GSTP1	0.0358667409299023	0.921622468981145	-0.0608050763795176	1	ENSG00000084207
APLP2	0.105143371501204	0.6341857303976	0.0244352035771365	1	ENSG00000084234
FAM234B	-0.0630940885141845	0.932201481354645	-0.110408611163515	1	ENSG00000084444
SLCO1A2	-0.0141914075754394	NA	-0.0031100719456299	1	ENSG00000084453
WBP11	0.121453514916004	0.654844151727648	-0.0960968917818539	1	ENSG00000084463
EIF3I	0.0890124470129636	0.740221042378403	0.025123839549007	1	ENSG00000084623
NKAIN1	-0.124168930673323	NA	-0.0474088894314273	1	ENSG00000084628
COL16A1	-0.359876172518893	0.132410475402172	-0.0926406345895661	1	ENSG00000084636
TXLNA	-0.0990536055209977	0.682103643838641	0.00663520954138242	1	ENSG00000084652
APOB	-0.11905087147134	NA	-0.0145070473400375	1	ENSG00000084674
NCOA1	-0.00899288643786753	0.988399933161973	0.0670197659910866	1	ENSG00000084676
AGBL5	-0.18809928918326	0.589948786831277	0.00104034896768998	1	ENSG00000084693
EFR3B	0.0779295484539479	NA	0.0885284070590353	1	ENSG00000084710
KIF3C	-0.268404090788708	0.449921068520075	-0.0302133105732609	1	ENSG00000084731
RAB10	0.16654951062482	0.401819616876312	-0.025969964508876	1	ENSG00000084733
GCKR	-0.107412934658665	NA	-0.114381221569995	1	ENSG00000084734
HADHA	0.0076168542905449	0.981773113540562	-0.052433654805591	1	ENSG00000084754
MAPRE3	-0.0251141494925451	0.966009189125775	0.0166015554852146	1	ENSG00000084764
CAD	-0.167745305164166	0.576672400538731	-0.156378157239975	1	ENSG00000084774
CD59	0.102666923213329	0.555101161478159	0.0176475795426338	1	ENSG00000085063
CD82	0.130625427177722	0.633955608253785	0.144739555871042	1	ENSG00000085117
BCORL1	-0.155556781144295	0.742345304316837	0.0270346752874552	1	ENSG00000085185
ATRX	0.0546903969008261	0.899332713563311	-0.0542541734544335	1	ENSG00000085224
AK6	0.242990044066077	NA	-0.0519863624424164	1	ENSG00000085231
FCN1	0.0189800279726252	NA	-0.0298833161902995	1	ENSG00000085265
MYNN	0.197876708365616	0.481091192783682	0.135473060394069	1	ENSG00000085274
MECOM	0.218784029897886	NA	-0.0463929423012777	1	ENSG00000085276
SCAMP1	0.0938990067662254	0.744651747529141	0.228913529892055	1	ENSG00000085365
PREP	0.0521434416059896	0.917930336826233	-0.016761358134515	1	ENSG00000085377
HACE1	0.0606070310540445	0.912867027695212	-0.141821137168085	1	ENSG00000085382
SEH1L	-0.0135153578617172	0.979702281788342	-0.034726768502445	1	ENSG00000085415
WDR47	0.130849713196348	0.72228852712496	0.168850772041277	1	ENSG00000085433
WDFY1	-0.125582404773688	0.626738878306792	0.043041355201486	1	ENSG00000085449
OVGP1	0.183745485014548	NA	0.138143761648836	1	ENSG00000085465
SLC25A24	0.0631718725199318	0.886230258281073	-0.0232033073774864	1	ENSG00000085491
MAP3K4	-0.0881622855343464	0.876618543715338	0.00397780562577549	1	ENSG00000085511
PILRA	0.109078920808615	NA	-0.107585824310615	1	ENSG00000085514
IGSF9	-0.00665749008624417	NA	0.0029148048655596	1	ENSG00000085552
ABCB1	-0.0225977554842465	NA	-0.0267957187944518	1	ENSG00000085563
ZNF213	-0.210723113869673	0.535832252489436	-0.164872235949096	1	ENSG00000085644
AKR1B1	-0.102103419530971	0.81450264916151	0.185993731158302	1	ENSG00000085662
CPNE3	0.014090614999251	0.978716682855248	0.0341279101665473	1	ENSG00000085719
RRN3	0.190475531996087	0.626738878306792	-0.0989326408378735	1	ENSG00000085721
CTTN	-0.167501944092359	0.178331202504388	-0.123977357936919	1	ENSG00000085733
WNT11	-0.00971492362892208	NA	-0.110465932682354	1	ENSG00000085741
MTIF2	0.21204452190552	0.477408247623189	0.0243284702375516	1	ENSG00000085760
DDHD2	-0.0225044755558825	0.968320845323414	-0.213930086384269	1	ENSG00000085788
TTC39A	0.0793342349939162	NA	-0.0601911590505957	1	ENSG00000085831
EPS15	-0.110379053300328	0.716218633399998	0.0654297880402058	1	ENSG00000085832
ORC1	-0.139464182395168	NA	-0.148047604577941	1	ENSG00000085840
MGST2	0.137301487306409	0.797579808414259	-0.0444656525741117	1	ENSG00000085871
CHERP	-0.137823577974453	0.701155482512263	0.066013266191461	1	ENSG00000085872
ATG16L1	0.19618332989519	0.605064240409938	0.00274841876935827	1	ENSG00000085978
USP40	0.0347128457324032	0.943325388924269	0.0243562710900802	1	ENSG00000085982
POMGNT1	0.215273837886486	0.334914717844	-0.0395327618142729	1	ENSG00000085998
RAD54L	-0.0911672202364465	NA	-0.0708095130016717	1	ENSG00000085999
MAST2	0.0959380259277608	0.732164764789842	0.00103180423734793	1	ENSG00000086015
DNAJA1	0.187370171005748	0.145505002639751	0.0820353682665524	1	ENSG00000086061
B4GALT1	-0.046307100052312	0.888897636644302	0.0217986025164586	1	ENSG00000086062
