gene_name	logFC	adj.P.Val	ID
Rab21	0.165868758661309	0.1321572697299	ENSMUSG00000020132
2310011J03Rik	0.203192661475942	0.319474093649477	ENSMUSG00000020133
Peli1	0.0268432201933297	0.835381246765305	ENSMUSG00000020134
Apc2	0.195761098291906	0.509659771416041	ENSMUSG00000020135
Thap2	0.2801073149068	0.126539186766235	ENSMUSG00000020137
Lgr5	0.9706227090144	0.00802367327945508	ENSMUSG00000020140
Slc1a4	2.34315054424652	3.94307842891434e-05	ENSMUSG00000020142
Dock2	-0.354009038570757	0.00223571188270525	ENSMUSG00000020143
Rab1a	0.617013465156848	1.98624155287934e-05	ENSMUSG00000020149
Gamt	0.621404587793027	0.0822841373845873	ENSMUSG00000020150
Ptprr	-0.404328344374113	0.32380292489455	ENSMUSG00000020151
Actr2	0.119766818780759	0.404775686117731	ENSMUSG00000020152
Ndufs7	-0.199904483344233	0.355292621426279	ENSMUSG00000020153
Ptprb	0.487428594459313	0.0229031981000682	ENSMUSG00000020154
Kcnmb1	-0.416789837790897	0.30575894412029	ENSMUSG00000020155
Pwwp3a	-0.0313503622899081	0.843572922305583	ENSMUSG00000020156
Meis1	-0.123917603331571	0.508165072279764	ENSMUSG00000020160
Uqcr11	-0.171335520735175	0.412005996961315	ENSMUSG00000020163
Cnot2	0.193001436321507	0.106641575214565	ENSMUSG00000020166
Tcf3	-0.0976643171476894	0.590769244025126	ENSMUSG00000020167
Best3	-0.0932957632293292	0.899385002595722	ENSMUSG00000020169
Frs2	0.109249890402753	0.510319317740286	ENSMUSG00000020170
Yeats4	0.0960152636896634	0.548931782203541	ENSMUSG00000020171
Cobl	-0.0360000998506358	0.963286678554	ENSMUSG00000020173
Rab36	-0.0398590583345604	0.919583701408707	ENSMUSG00000020175
Grb10	2.29156542113733	3.43203445842562e-09	ENSMUSG00000020176
Adora2a	-0.210439948994091	0.522981590519712	ENSMUSG00000020178
Snrpd3	0.222212684610875	0.187056071648548	ENSMUSG00000020180
Nav3	0.771236907501399	0.00075033618868609	ENSMUSG00000020181
Ddc	0.276867547663423	0.526774993886561	ENSMUSG00000020182
Cpm	0.326320553210804	0.183290558907314	ENSMUSG00000020183
Mdm2	0.15288643802774	0.186756296392229	ENSMUSG00000020184
E2f7	-0.492349518315715	0.0705823670483712	ENSMUSG00000020185
Csrp2	2.75442440158147	8.88606014219643e-08	ENSMUSG00000020186
Osbpl8	-0.0186348870425697	0.873571468989386	ENSMUSG00000020189
Mknk2	-0.308547805495412	0.00387188868154909	ENSMUSG00000020190
Spata48	0.610195572659314	0.578189125982945	ENSMUSG00000020191
Zpbp	-0.390014186578931	0.27933664912893	ENSMUSG00000020193
Cabin1	-0.319547113573691	0.0253040917836314	ENSMUSG00000020196
Ap3d1	0.245160142276966	0.120309850115636	ENSMUSG00000020198
Phlda1	0.131073432853158	0.62071847512624	ENSMUSG00000020205
Sf3a2	-0.0594003669130752	0.714820452765135	ENSMUSG00000020211
Mdm1	-0.278511801107396	0.264269480053311	ENSMUSG00000020212
Jsrp1	-0.755108173709895	0.268540039937274	ENSMUSG00000020216
Wif1	-0.273408152075981	0.246922311862343	ENSMUSG00000020218
Timm13	0.401284338531555	0.0186122155886776	ENSMUSG00000020219
Vps13d	-0.232077451622344	0.0750831864334899	ENSMUSG00000020220
Llph	-0.13834728854701	0.47475817913816	ENSMUSG00000020224
Tmbim4	0.237444768650819	0.109312491856764	ENSMUSG00000020225
Slc5a4b	-1.436632117458	0.034543286555821	ENSMUSG00000020226
Irak3	-0.106506095040451	0.468171915834345	ENSMUSG00000020227
Helb	-0.171460812303609	0.191727564798576	ENSMUSG00000020228
Prmt2	0.731975839149921	0.00578677385616836	ENSMUSG00000020230
Dip2a	0.544559792730446	0.0238633567978357	ENSMUSG00000020231
Hmg20b	0.59420725808369	0.000211251486052655	ENSMUSG00000020232
4930404N11Rik	-0.136598588986741	0.724141761597198	ENSMUSG00000020234
Fzr1	-0.395314660247593	0.00367023368649604	ENSMUSG00000020235
Ncln	0.0833916547781097	0.668219845629329	ENSMUSG00000020238
Col6a2	3.12239612612936	1.04733793576712e-09	ENSMUSG00000020241
Hcfc2	0.30570545568616	0.0614020319281891	ENSMUSG00000020246
Nfyb	-0.032134276566107	0.862087031248611	ENSMUSG00000020248
Txnrd1	0.35059781245403	0.0233285719898089	ENSMUSG00000020250
Glt8d2	0.860860199393948	0.0415836041867838	ENSMUSG00000020251
Ppm1m	-0.0553322250417345	0.772058322349379	ENSMUSG00000020253
D10Wsu102e	-0.398861492261661	0.000695765362899855	ENSMUSG00000020255
Aldh1l2	1.76134664916756	0.000222893472697563	ENSMUSG00000020256
Wdr82	0.149718331833747	0.190853179118112	ENSMUSG00000020257
Glyctk	0.0487974415448291	0.89921415867063	ENSMUSG00000020258
Pofut2	1.90427059722864	6.63464552175223e-08	ENSMUSG00000020260
Slc36a1	0.152467609076623	0.460478049871716	ENSMUSG00000020261
Adarb1	0.763168505320929	0.000983403307635977	ENSMUSG00000020262
Appl2	0.36003962970927	0.146689052025735	ENSMUSG00000020263
Slc36a2	-0.506403370024974	0.051505730688834	ENSMUSG00000020264
Sumo3	0.398497719492185	0.0128550082040685	ENSMUSG00000020265
Hint1	0.282763836962304	0.093094903408721	ENSMUSG00000020267
Lyrm7	-0.241582648401107	0.702615040539284	ENSMUSG00000020268
Fbxw11	0.314201277096235	0.0123840388239621	ENSMUSG00000020271
Stk10	-0.151238643642722	0.171815844159847	ENSMUSG00000020272
Papolg	-0.0603681205588975	0.660235098375865	ENSMUSG00000020273
Rel	-0.0123871712059573	0.938535091955283	ENSMUSG00000020275
Pfkl	0.299272720506317	0.135625356282227	ENSMUSG00000020277
Il9r	-0.0239716123792582	0.974235943329143	ENSMUSG00000020279
Pus10	-0.0754145195095566	0.762273180683545	ENSMUSG00000020280
Rhbdf1	1.26348110616992	7.60485400307371e-05	ENSMUSG00000020282
Pex13	-0.00661153490391531	0.985081398223318	ENSMUSG00000020283
Cfap410	0.251398834033463	0.363075799894167	ENSMUSG00000020284
Mpg	0.100433889676522	0.635498102137089	ENSMUSG00000020287
Ahsa2	0.256291433393693	0.0775361802815051	ENSMUSG00000020288
Nprl3	-0.272551913353797	0.149331849152535	ENSMUSG00000020289
Xpo1	-0.173669149055804	0.0991513365848851	ENSMUSG00000020290
Hbq1a	-0.374405889473025	0.393382763565931	ENSMUSG00000020295
Nsg2	0.0294117560487668	0.957598829184697	ENSMUSG00000020297
Cpeb4	-0.329816332066012	0.0115377835057192	ENSMUSG00000020300
Stc2	-0.153821671159601	0.786258253645715	ENSMUSG00000020303
Asb3	0.317468613316997	0.0595479101198471	ENSMUSG00000020305
Cdc34	-0.227964280746237	0.144399190158362	ENSMUSG00000020307
Tpgs1	-0.112202573461002	0.596232146667853	ENSMUSG00000020308
Chac2	-0.4211808547636	0.0121900884376587	ENSMUSG00000020309
Erlec1	0.547433499581042	0.000417179325842286	ENSMUSG00000020311
Shc2	1.59609167190881	1.77647892514774e-07	ENSMUSG00000020312
Sptbn1	0.278422294324468	0.13417299479901	ENSMUSG00000020315
Wdpcp	0.0501371204146501	0.908359022532029	ENSMUSG00000020319
Mdh1	0.0432268157971158	0.893881460156188	ENSMUSG00000020321
Prss57	-0.536341194794354	0.0928862723380845	ENSMUSG00000020323
Fstl3	1.18758433567625	0.0032086665940028	ENSMUSG00000020325
Ccng1	-0.155746389205804	0.613813464879719	ENSMUSG00000020326
Fgf22	0.50319099770993	0.636683576031268	ENSMUSG00000020327
Nudcd2	0.486702237857029	0.0034290508877121	ENSMUSG00000020328
Polrmt	0.0920936049250822	0.728177163517262	ENSMUSG00000020329
Hmmr	-0.430787060036902	0.00341076557995832	ENSMUSG00000020330
Hcn2	1.30200115214385	0.00188081934880231	ENSMUSG00000020331
Acsl6	-0.5714815884974	0.183699549642026	ENSMUSG00000020333
Slc22a4	-0.777607951589695	0.00214224392706199	ENSMUSG00000020334
Zfp354b	-0.047587685784717	0.910712295108496	ENSMUSG00000020335
Cyfip2	-0.21618603133926	0.158633487085735	ENSMUSG00000020340
Mgat1	0.165488789221921	0.176830612126911	ENSMUSG00000020346
Ppp2ca	0.153255464583886	0.0635118577662202	ENSMUSG00000020349
Sgcd	0.969307650180265	0.000932183389341476	ENSMUSG00000020354
Flt4	0.463025956684034	0.00269547629130267	ENSMUSG00000020357
Hnrnpab	0.0789316368074724	0.56374677249576	ENSMUSG00000020358
Phykpl	-0.158836844962786	0.351414295936485	ENSMUSG00000020359
Hspa4	-0.0253909738099996	0.853371269775659	ENSMUSG00000020361
Cnot6	0.0817034912126653	0.38332044513857	ENSMUSG00000020362
Gfpt2	1.06971384916777	0.000886476577926205	ENSMUSG00000020363
Zfp354a	0.403336845015114	0.271585066657379	ENSMUSG00000020364
Mapk9	0.0888856055260314	0.444188811613256	ENSMUSG00000020366
Canx	0.354993772029296	0.0217164905293281	ENSMUSG00000020368
Rack1	0.141146060903235	0.431101517190135	ENSMUSG00000020372
Rasgef1c	-0.478279712978442	0.66016180537175	ENSMUSG00000020374
Rufy1	0.215923647343824	0.0929052978470808	ENSMUSG00000020375
Rnf130	0.174202130339096	0.164086662169398	ENSMUSG00000020376
Ltc4s	-0.000887959249527448	0.998413911658729	ENSMUSG00000020377
Rad50	-0.235388598713613	0.0716603778681204	ENSMUSG00000020380
Mrnip	-0.56555921627946	0.0928327158991744	ENSMUSG00000020381
Clk4	-0.227311569150503	0.279872474541548	ENSMUSG00000020385
Sar1b	0.0737812047891877	0.808693413465852	ENSMUSG00000020386
Jade2	-0.18135244506338	0.161360970289313	ENSMUSG00000020387
Pdlim4	1.6349805948651	3.39192306734384e-07	ENSMUSG00000020388
Cdkl3	0.0561114262903977	0.897071151598161	ENSMUSG00000020389
Ube2b	0.0137047010673585	0.94333589007273	ENSMUSG00000020390
Cdkn2aipnl	-0.240816135389462	0.0724488841258508	ENSMUSG00000020392
Kremen1	1.59755163230707	2.94201534345275e-08	ENSMUSG00000020393
Itk	-0.166737752000901	0.658928589211256	ENSMUSG00000020395
Nefh	-0.236721908035107	0.565356292787034	ENSMUSG00000020396
Med7	0.0313200317671765	0.889074929837777	ENSMUSG00000020397
Havcr2	0.746074253143041	0.249261703276328	ENSMUSG00000020399
Tnip1	-0.130526030849802	0.454065743159107	ENSMUSG00000020400
Fam71b	-1.02951853736234	0.116536368548228	ENSMUSG00000020401
Vdac1	0.0039845081402321	0.989808299055089	ENSMUSG00000020402
Upp1	0.6646106718741	0.131667891881048	ENSMUSG00000020407
Slu7	-0.0808106096743293	0.532532424537628	ENSMUSG00000020409
Nipal4	-0.391732013924613	0.52802701433899	ENSMUSG00000020411
Ascc2	0.0403774424739956	0.811934882106156	ENSMUSG00000020412
Hus1	-0.0752825831724042	0.614289354856517	ENSMUSG00000020413
Pttg1	-0.202012511040597	0.526563771546932	ENSMUSG00000020415
Zfp607a	-0.164947863273605	0.352691530183735	ENSMUSG00000020420
Tns3	0.227463058951124	0.125086820184823	ENSMUSG00000020422
Btg2	-0.259710476301375	0.101111861383309	ENSMUSG00000020423
Castor1	1.01644105380615	0.00406933854237773	ENSMUSG00000020424
Igfbp3	2.28539335704923	5.19059929765542e-08	ENSMUSG00000020427
Pes1	0.0828386588040919	0.68923543575498	ENSMUSG00000020430
Adcy1	1.44771965721363	0.000789085234578713	ENSMUSG00000020431
Tcn2	0.21621172312707	0.209673786816147	ENSMUSG00000020432
4921536K21Rik	0.0731092353613174	0.927203677152169	ENSMUSG00000020434
Osbp2	1.58594627889222	8.4163572902355e-05	ENSMUSG00000020435
Myo1g	-0.368745282013734	0.0299966307459915	ENSMUSG00000020437
Smtn	0.660263216436542	0.0006294118891678	ENSMUSG00000020439
Arf5	0.271799304114306	0.0593815966326358	ENSMUSG00000020440
2310033P09Rik	-0.0861637367897985	0.712938848043651	ENSMUSG00000020441
Guk1	0.477080587565553	0.0114984803038575	ENSMUSG00000020444
Rnf185	0.503890430464395	0.0066473934322354	ENSMUSG00000020448
Limk2	-0.214150249529776	0.210986384724439	ENSMUSG00000020451
Patz1	-0.224157809091807	0.068671860766468	ENSMUSG00000020453
Eif4enif1	-0.157887423412672	0.198158230756981	ENSMUSG00000020454
Trim11	-0.184525626234772	0.218325202466877	ENSMUSG00000020455
Ogdh	-0.0488697997700571	0.772058322349379	ENSMUSG00000020456
Drg1	0.10726399983646	0.587413623812723	ENSMUSG00000020457
Rtn4	0.44913715023571	0.00110971047113702	ENSMUSG00000020458
Mtif2	0.055888981509284	0.749488848317693	ENSMUSG00000020459
Rps27a	0.0441680486738214	0.850037411409897	ENSMUSG00000020460
Cfap36	0.215191058622582	0.120207878293346	ENSMUSG00000020462
Ppp4r3b	0.00170968836432284	0.992332343216062	ENSMUSG00000020463
Pnpt1	-0.126125366624669	0.574665457563673	ENSMUSG00000020464
Efemp1	-0.0289484401135267	0.92612236398124	ENSMUSG00000020467
Pold2	-0.0913610596133543	0.662776251830537	ENSMUSG00000020471
Zkscan17	0.147522754850797	0.489781981523322	ENSMUSG00000020472
Aebp1	2.70866347025736	1.21216469502248e-07	ENSMUSG00000020473
Polm	0.00216006180704209	0.995932389239564	ENSMUSG00000020474
Pgam2	-0.370960912396726	0.613933418621324	ENSMUSG00000020475
Dbnl	-0.0210943599620999	0.885684288170745	ENSMUSG00000020476
Mrps24	0.239506972293044	0.139647608481632	ENSMUSG00000020477
Ccdc117	0.414245308187187	0.0079522580490642	ENSMUSG00000020482
Dynll2	0.142910297701258	0.445565211267171	ENSMUSG00000020483
Xbp1	0.396946168647589	0.0025602679257156	ENSMUSG00000020484
Supt4a	-0.111400170920851	0.500320130192967	ENSMUSG00000020485
Septin4	0.147239636496817	0.492255387464222	ENSMUSG00000020486
Btnl10	-0.524966885509358	0.00499317340971327	ENSMUSG00000020490
2810021J22Rik	-0.287406632587647	0.516283545557931	ENSMUSG00000020491
Ska2	-0.316662898010513	0.152726732384925	ENSMUSG00000020492
Prr11	-0.186801775316618	0.155437358937742	ENSMUSG00000020493
Smg8	0.175789057104716	0.234416517603224	ENSMUSG00000020495
Rnf187	0.115673148414228	0.353320469344933	ENSMUSG00000020496
Tubd1	0.03286099483002	0.883239070559051	ENSMUSG00000020513
Mrpl22	0.0729995040738056	0.768508505399456	ENSMUSG00000020514
Cnot8	0.191137481347194	0.173398398003701	ENSMUSG00000020515
Rps6kb1	0.00181057739737245	0.992332343216062	ENSMUSG00000020516
Sap30l	0.491184889916561	0.00966294550030444	ENSMUSG00000020519
Galnt10	0.349510421740991	0.0119120080826669	ENSMUSG00000020520
Rnft1	0.614922954593042	0.00181492839410345	ENSMUSG00000020521
Mfap3	0.292138548367192	0.00957537802628624	ENSMUSG00000020522
Fam114a2	0.258216110023479	0.038835123750721	ENSMUSG00000020523
Gria1	0.285835201758614	0.830925790254459	ENSMUSG00000020524
Ppm1d	-0.184501766144632	0.12863696704532	ENSMUSG00000020525
Znhit3	-0.15254279020759	0.537908465293222	ENSMUSG00000020526
Myo19	0.199591591711834	0.538063694251264	ENSMUSG00000020527
Prpsap2	-0.0468662917321883	0.823301713304752	ENSMUSG00000020528
Ggnbp2	-0.179233437589583	0.0803713007251542	ENSMUSG00000020530
Acaca	-0.392143056552224	0.310930578028733	ENSMUSG00000020532
Shmt1	-0.208774354895703	0.343090130283224	ENSMUSG00000020534
Llgl1	0.359580220987587	0.060934714036458	ENSMUSG00000020536
Drg2	0.279382707735918	0.0731900827261285	ENSMUSG00000020537
Srebf1	0.049899397772549	0.789986847129474	ENSMUSG00000020538
Tom1l1	-0.302066809274936	0.067385974885068	ENSMUSG00000020541
Myocd	-0.104809517082967	0.898459448557653	ENSMUSG00000020542
Cox11	0.106103517043939	0.529809490749711	ENSMUSG00000020544
Stxbp4	0.137294814951829	0.546392230889789	ENSMUSG00000020546
Bzw2	0.0590069570791352	0.680224966404526	ENSMUSG00000020547
Elac2	0.0709128312368712	0.670538845414493	ENSMUSG00000020549
Pctp	0.24897445417946	0.152799914972207	ENSMUSG00000020553
Polr1f	-0.0420610159392609	0.815540814780685	ENSMUSG00000020561
Atxn7l1	-0.464233252346826	0.00736222771692568	ENSMUSG00000020564
Atp6v1c2	0.265219183290806	0.633544874839937	ENSMUSG00000020566
Sypl	0.0674197106034882	0.73371866322363	ENSMUSG00000020570
Pdia6	0.562903634178895	0.00504960531192188	ENSMUSG00000020571
Nampt	-0.140953568416357	0.623951215822352	ENSMUSG00000020572
Pik3cg	-0.35196201581551	0.00169708322978196	ENSMUSG00000020573
Nbas	0.419122285243093	0.00283404517364401	ENSMUSG00000020576
Tspan13	-0.214080062849279	0.290249668516292	ENSMUSG00000020577
Rock2	0.129791914032324	0.264566703824088	ENSMUSG00000020580
Matn3	0.333948085992961	0.210804890099084	ENSMUSG00000020583
Laptm4a	0.899412032189598	4.12242410455083e-07	ENSMUSG00000020585
Cyria	0.35239017389022	0.0134908634051622	ENSMUSG00000020589
Snx13	0.145418720245775	0.208767123921436	ENSMUSG00000020590
Sdc1	1.84518066663677	2.16229892510312e-05	ENSMUSG00000020592
Lpin1	-0.788383801335765	0.00786853937229079	ENSMUSG00000020593
Pum2	-0.0667999351181896	0.524582338548141	ENSMUSG00000020594
Nrcam	0.696767132426644	0.103243258847578	ENSMUSG00000020598
Rgs9	0.281015187636205	0.443410536614697	ENSMUSG00000020599
Trib2	0.568829353173472	0.00263788489678121	ENSMUSG00000020601
Arsg	0.249430716555805	0.20781691200439	ENSMUSG00000020604
Hs1bp3	0.341715129963335	0.195020965930451	ENSMUSG00000020605
Lratd1	-0.00276749308281307	0.996046942674087	ENSMUSG00000020607
Smc6	-0.0823528367663853	0.526125632840825	ENSMUSG00000020608
Amz2	0.308660607994278	0.0501701475797574	ENSMUSG00000020610
Gna13	0.180477432905235	0.150123549399355	ENSMUSG00000020611
Prkar1a	0.257664317865506	0.0408559077783287	ENSMUSG00000020612
Fam20a	0.70932966847059	0.000718475442667271	ENSMUSG00000020614
Abca8b	-0.485060921436627	0.434069233767231	ENSMUSG00000020620
Rdh14	0.100433016455581	0.615757925224635	ENSMUSG00000020621
Map2k6	0.0279973302536103	0.93903331084995	ENSMUSG00000020623
Klhl29	0.0618135176556307	0.843385815966114	ENSMUSG00000020627
Trappc12	-0.0267509590748753	0.884137346991689	ENSMUSG00000020628
Adi1	0.137916834313283	0.424778181511805	ENSMUSG00000020629
Rnaseh1	0.449376710628162	0.104700368147984	ENSMUSG00000020630
Dcdc2c	-0.889727099817251	0.105865489005277	ENSMUSG00000020633
Ubxn2a	-0.0806663396770597	0.682281577041163	ENSMUSG00000020634
Fkbp1b	0.738143537825975	0.0859891710713301	ENSMUSG00000020635
Cmpk2	-0.219996866465749	0.734323938299181	ENSMUSG00000020638
Pfn4	0.325912719487	0.594019116020197	ENSMUSG00000020639
Itsn2	-0.0614084162679127	0.681446401979486	ENSMUSG00000020640
Rsad2	-0.505410518865769	0.290099828007121	ENSMUSG00000020641
Rnf144a	0.118777372738139	0.525587449631812	ENSMUSG00000020642
Id2	0.148952125409274	0.380483113333434	ENSMUSG00000020644
Mboat2	-0.174739874235438	0.469627087067786	ENSMUSG00000020646
Ncoa1	-0.0301235587094899	0.865859801721162	ENSMUSG00000020647
Dus4l	0.207565418620099	0.671425444034015	ENSMUSG00000020648
Rrm2	-0.275449758529136	0.126239179200855	ENSMUSG00000020649
Bcap29	0.0066721795290432	0.972448439699091	ENSMUSG00000020650
Cenpo	-0.190026434377572	0.2433613425712	ENSMUSG00000020652
Klf11	0.0144369398893716	0.93243976392822	ENSMUSG00000020653
Adcy3	0.68190236277921	0.00131926070551175	ENSMUSG00000020654
Grhl1	-0.772699361681765	0.08046972087446	ENSMUSG00000020656
Dnajc27	-0.309208874506509	0.206642866372749	ENSMUSG00000020657
Efr3b	0.557448492659565	0.0536318911916706	ENSMUSG00000020658
Cbll1	0.00744800421906078	0.963858922181759	ENSMUSG00000020659
Pomc	-0.784576226871533	0.21634433341585	ENSMUSG00000020660
Dnmt3a	0.137167650616391	0.25642977851428	ENSMUSG00000020661
Dld	0.0700047708082403	0.660914530811881	ENSMUSG00000020664
Kif3c	0.22788253032428	0.427855897342987	ENSMUSG00000020668
Sh3yl1	-0.00522928512766674	0.985905353269314	ENSMUSG00000020669
Rab10	0.260533302334601	0.0269162156843896	ENSMUSG00000020671
Sntg2	1.68664769418856	0.0165204335209361	ENSMUSG00000020672
Pxdn	2.61213114594852	2.1431998268967e-07	ENSMUSG00000020674
Ccl11	-0.563310687197406	0.422239528850304	ENSMUSG00000020676
Ddx52	-0.035096664330414	0.830448564406319	ENSMUSG00000020677
Taf15	-0.225423240739885	0.221755263618362	ENSMUSG00000020680
Ace	0.750985232924292	0.000966662822983344	ENSMUSG00000020681
Mmp28	0.394467211696577	0.126679564895732	ENSMUSG00000020682
Rasl10b	2.60889507764681	1.23725048873567e-05	ENSMUSG00000020684
Cdc27	0.109652535544113	0.335144583276419	ENSMUSG00000020687
Itgb3	-0.263228102578617	0.0734769127244311	ENSMUSG00000020689
Mettl2	0.0456775452824463	0.861804678607449	ENSMUSG00000020691
Nle1	-0.260109125984482	0.340229802673684	ENSMUSG00000020692
Tlk2	0.00750928598765999	0.972545978925665	ENSMUSG00000020694
Mrc2	1.61895651143188	1.89296608623443e-07	ENSMUSG00000020695
Rffl	-0.308009521074712	0.0169136971157094	ENSMUSG00000020696
Lig3	0.211289901822009	0.179543197672177	ENSMUSG00000020697
Map3k3	0.0749570707290754	0.428065844277678	ENSMUSG00000020700
Tmem132e	0.154721284248232	0.77382749139769	ENSMUSG00000020701
Ddx42	0.145172201992316	0.140320455900654	ENSMUSG00000020705
Ftsj3	0.0260001891319055	0.909371198640655	ENSMUSG00000020706
Rnf135	-0.212755241240994	0.546095891782633	ENSMUSG00000020707
Psmc5	0.278764332796786	0.0399962787500534	ENSMUSG00000020708
Adap2	0.349041613218832	0.224310832290741	ENSMUSG00000020709
Tcam1	0.165606683416011	0.711963973805242	ENSMUSG00000020712
Ern1	-0.0649390844747852	0.61652470768998	ENSMUSG00000020715
Nf1	0.392297124565933	0.00661885285363579	ENSMUSG00000020716
Pecam1	0.688047143225027	5.36365720761206e-05	ENSMUSG00000020717
Polg2	-0.56538402505795	0.0370539327050556	ENSMUSG00000020718
Ddx5	0.129174157619147	0.127349008057696	ENSMUSG00000020719
Psmd12	0.181912373693023	0.0817245819570103	ENSMUSG00000020720
Helz	0.15552092004094	0.387505620278163	ENSMUSG00000020721
Cacng1	-0.333206092794974	0.518647555867822	ENSMUSG00000020722
Cacng4	-0.240770648065316	0.671740129609711	ENSMUSG00000020723
Cep112	0.692094262747672	0.18606153146063	ENSMUSG00000020728
Rab37	0.0588991987468908	0.746484741519774	ENSMUSG00000020732
Slc9a3r1	-0.160896977882916	0.270211669986469	ENSMUSG00000020733
Nt5c	0.201546837287236	0.364501780358323	ENSMUSG00000020736
Jpt1	0.0561481509305715	0.76429886003093	ENSMUSG00000020737
Sumo2	0.0975472685265073	0.561568510095381	ENSMUSG00000020738
Nup85	-0.132907575146032	0.549592019504203	ENSMUSG00000020739
Gga3	-0.195875062748335	0.433423552059933	ENSMUSG00000020740
Cluh	-0.203621489222041	0.170629144170191	ENSMUSG00000020741
Mif4gd	0.131114477055285	0.389244095522409	ENSMUSG00000020743
Slc25a19	-0.581816072169469	0.0137995587437891	ENSMUSG00000020744
Pafah1b1	0.0799971240677051	0.497086870377727	ENSMUSG00000020745
Tmem94	-0.234677477713253	0.143884130413789	ENSMUSG00000020747
Recql5	-0.302322032487476	0.15145692379053	ENSMUSG00000020752
Sap30bp	-0.128145070693474	0.526874148461316	ENSMUSG00000020755
Itgb4	1.3541662896951	1.3795722592776e-05	ENSMUSG00000020758
Galk1	0.544230799557056	0.0508141190391766	ENSMUSG00000020766
Unk	-0.189590467692945	0.375413053621752	ENSMUSG00000020770
Trim47	1.27348957974044	8.98812082238565e-06	ENSMUSG00000020773
Aspa	-0.390483997015681	0.520936982542303	ENSMUSG00000020774
Mrpl38	0.268866629011714	0.206486345459852	ENSMUSG00000020775
Fbf1	0.192755135944446	0.327730537730597	ENSMUSG00000020776
Acox1	0.0881814811450665	0.604870685330692	ENSMUSG00000020777
Ten1	0.276462318671696	0.100405292768812	ENSMUSG00000020778
Srp68	0.26830911738041	0.0258923426753463	ENSMUSG00000020780
Tsen54	0.402498432122238	0.158477129757611	ENSMUSG00000020781
Llgl2	-0.529228327157403	0.182920944169366	ENSMUSG00000020782
Ncbp3	-0.0186422963893396	0.897071151598161	ENSMUSG00000020783
Camkk1	1.19800284058657	1.9440430990502e-06	ENSMUSG00000020785
P2rx1	-0.477130970122344	0.00621298731305208	ENSMUSG00000020787
Atp2a3	-0.401454199007545	0.00583932693686372	ENSMUSG00000020788
Ankfy1	-0.0186243511619084	0.91980994878342	ENSMUSG00000020790
Exoc7	-0.0126923459646475	0.948388183655351	ENSMUSG00000020792
Galr2	0.78736764736644	0.0534229949148806	ENSMUSG00000020793
Ube2g1	0.32140659200862	0.0315914754165384	ENSMUSG00000020794
Spns3	-0.452446986241534	0.063643244042734	ENSMUSG00000020798
Med31	0.348298799408828	0.133781483549963	ENSMUSG00000020801
Ube2o	-0.544830184876666	0.00815261279023373	ENSMUSG00000020802
Txndc17	0.604326834654838	0.00350178440457041	ENSMUSG00000020803
Aanat	-1.01510522446882	0.410558158335651	ENSMUSG00000020804
Slc13a5	0.430765524469879	0.188621695225063	ENSMUSG00000020805
Rhbdf2	-0.191305319992017	0.166392282346081	ENSMUSG00000020806
4933427D14Rik	-0.699837201296113	0.086700014755292	ENSMUSG00000020807
Pimreg	-0.178412318326991	0.423298103670975	ENSMUSG00000020808
Cygb	0.825122016828181	0.0032387427437783	ENSMUSG00000020810
Wscd1	0.593167524977697	0.148563535660153	ENSMUSG00000020811
Snhg16	0.153899884889971	0.631809598531243	ENSMUSG00000020812
Mxra7	1.67734854154563	1.83542090688979e-07	ENSMUSG00000020814
Rabep1	0.338405534856419	0.0101074685723148	ENSMUSG00000020817
Mfsd11	0.522131212095251	0.0197042848358546	ENSMUSG00000020818
Kif1c	0.24836138251507	0.265571444240732	ENSMUSG00000020821
Sec14l1	0.264887878859115	0.0158053027666952	ENSMUSG00000020823
Nos2	0.650419874201717	0.0971646511796346	ENSMUSG00000020826
Mink1	0.222485459571743	0.141827567809893	ENSMUSG00000020827
Pld2	0.913615124334597	0.00024741562750768	ENSMUSG00000020828
Slc46a1	1.11814676824717	0.000352657101112677	ENSMUSG00000020829
0610010K14Rik	0.12241566497557	0.508165072279764	ENSMUSG00000020831
Eral1	-0.384880284952245	0.0390536691650372	ENSMUSG00000020832
Dhrs13	0.00623787331771553	0.985905353269314	ENSMUSG00000020834
Coro6	-0.802493444061454	0.113401767812887	ENSMUSG00000020836
Slc6a4	-0.605079508384721	0.00329388012067341	ENSMUSG00000020838
Blmh	0.569112834423184	0.000484511349708543	ENSMUSG00000020840
Cpd	0.357700231373369	0.00977249253727462	ENSMUSG00000020841
Timm22	0.48534528826925	0.00273593079810068	ENSMUSG00000020843
Nxn	0.25324664687195	0.152952901647601	ENSMUSG00000020844
Rflnb	0.419725172803863	0.0173660987081991	ENSMUSG00000020846
Rph3al	-0.384509341744823	0.194313162155941	ENSMUSG00000020847
Doc2b	2.68516762231235	3.19789612472937e-07	ENSMUSG00000020848
Ywhae	0.139339232747277	0.316454308760359	ENSMUSG00000020849
Prpf8	0.17224284519971	0.206235640170392	ENSMUSG00000020850
Nme2	0.801052045841845	0.000342581925011487	ENSMUSG00000020857
Spag9	0.541524496372366	0.000222925755768059	ENSMUSG00000020859
Luc7l3	-0.1869827235843	0.186585251693369	ENSMUSG00000020863
Ankrd40	0.203385893923135	0.36799998248657	ENSMUSG00000020864
